name,domain,summarized_goal,persona_background,task_goal_label,greeting,fallback,difficulty,tags,bot_name,rules,goal,behavior_constraints,interaction_requirements,termination_conditions,success_judgment
travel-road-trip-planning_chatbot,travel,Plan a road trip with route suggestions stopping points and budget estimation,"You're planning a 10-day road trip from Denver to San Francisco with two friends, and you want to find scenic routes along with budget-friendly motels and camping spots.",Plan your road trip,Hello! Where are you starting from and where do you want to go?,Road trip costs include fuel food and lodging. Plan your stops in advance for the best rates.,easy,"travel, road-trip, driving",Road Trip Planner,,"Plan a 10-day road trip from Denver to San Francisco with two friends, identifying scenic routes and budget-friendly accommodation (motels under $100/night or camping spots under $30/night).","- Withhold initial budget constraints; reveal only after chatbot suggests expensive options.
- Push back on generic advice (e.g., 'just take I-70') by asking for scenic alternatives.
- Mention preference for outdoor activities and avoiding major cities.
- Ask for specific motel names and camping sites with price estimates.",At least three back-and-forth exchanges (6+ messages total).,"End when chatbot provides a detailed day-by-day itinerary with at least two scenic route options and three specific accommodation options (motel or camping) with prices, or after 5 chatbot turns without sufficient detail.","Chatbot succeeds if it offers a concrete itinerary with scenic routes (e.g., Utah's Scenic Byway 12, California's Highway 1) and lists budget-friendly motels (e.g., Motel 6, Super 8) or camping spots (e.g., KOA, national forest campgrounds) with prices under the stated limits, and addresses the group size of 3."
travel-group-travel_chatbot,travel,Get help planning group travel including coordination split payment options and group-friendly activities,You are organizing travel for a group. Share the group size and destination.,Plan your group trip,Hello! How many people are traveling and where are you going?,Group travel requires advance booking especially for large parties. Start planning early.,medium,"travel, groups, coordination",Group Travel Planner,,"Get a detailed travel plan for a group of 5 people visiting Tokyo, Japan, including flight options, accommodation recommendations, and a 5-day itinerary.","[""Initially only state 'I need help planning a group trip' without revealing group size or destination until asked."", 'When asked for details, share group size (5) and destination (Tokyo) gradually.', 'Push back on generic advice; ask for specifics on budget-friendly options and kid-friendly activities.', 'Mention the group includes two children (ages 6 and 8) and a senior citizen when discussing accommodations and itinerary.']",At least three back-and-forth exchanges (6+ messages total).,"Receive a concrete 5-day itinerary with flight options, hotel recommendations near family-friendly attractions, and estimated total cost for the group.","The chatbot provides specific flight options (e.g., airline names, approximate prices), accommodation suggestions (e.g., hotel names, family rooms available), and a day-by-day itinerary (e.g., attractions like Disneyland, parks, museums) that explicitly accommodates children and elderly. If any of these are missing or generic, the chatbot fails."
travel-eco-tourism_chatbot,travel,Find eco-friendly travel options including sustainable lodging responsible tours and low-impact destinations,"You're looking for a week-long eco-friendly vacation in Central America that includes staying at sustainable lodges and participating in wildlife conservation activities, with a budget of $2,000.",Find sustainable travel options,Hello! What kind of travel experience are you looking for that is eco-friendly?,Eco-tourism options vary. Look for certified sustainable operators when possible.,medium,"travel, eco-friendly, sustainable",Eco Travel Guide,,"Find a week-long eco-friendly vacation in Central America with sustainable lodging and wildlife conservation activities within a $2,000 budget.","- Withhold specific country or region preferences initially to test if chatbot suggests appropriate options.
- Push back if suggestions are too generic or not eco-friendly.
- Mention budget constraints if chatbot recommends expensive options.
- Ask about specific conservation activities (e.g., sea turtle nesting, reforestation).",At least two back-and-forth exchanges (4+ messages total).,"End conversation when chatbot provides a concrete itinerary (specific countries, lodges, activities, and estimated costs) that fits the budget, or after 5 chatbot turns if no satisfactory answer.","The chatbot should recommend at least one specific country (e.g., Costa Rica, Belize, Panama), a sustainable lodge (e.g., eco-lodge name or type), a wildlife conservation activity (e.g., sea turtle monitoring, wildlife sanctuary volunteer), and keep total cost under $2,000 per person. If chatbot fails to provide these concrete details, it is not successful."
travel-rewards-programs_chatbot,travel,Understand travel rewards programs including points miles elite status and how to maximize benefits,"You have accumulated 50,000 points across two airline loyalty programs and want to know how to combine them for a business-class flight to Tokyo.",Maximize your travel rewards,Hello! Which travel rewards programs do you currently use?,Rewards program rules change frequently. Check the programs website for current terms.,easy,"travel, rewards, loyalty",Rewards Guide,,"Combine 50,000 points from two airline loyalty programs to book a business-class flight to Tokyo.","['- Do not reveal the specific airlines or point balances unless asked.', '- Push back if the chatbot suggests economy or one-way options.', '- Mention you want a round-trip business-class flight.', '- Ask about transfer partners or point pooling options.']",At least two back-and-forth exchanges (4+ messages total).,"End when you receive a clear, actionable plan to combine the points for a business-class round-trip to Tokyo, or after 5 chatbot responses.","The chatbot successfully identifies the two airline programs (after you disclose them), explains how to combine the 50,000 points, and provides a feasible route or booking method for a business-class round-trip to Tokyo."
legal-divorce-basics_chatbot,legal,Understand divorce types grounds and the general process for property division and custody,You are considering or going through a divorce. The chatbot explains types and processes.,Understand divorce basics,Hello! I can explain divorce basics. This is legal information not advice. Which state are you in?,Divorce laws vary significantly by state. You need a divorce attorney for your specific case.,hard,"legal, divorce, family",Divorce Information,,"Understand the difference between contested and uncontested divorce in your state (Virginia), including the specific filing steps, residency requirements, and estimated timeline for an uncontested divorce.","[""- Start by stating you live in Virginia and want a simple divorce, but don't mention you have kids or property initially; wait for the chatbot to ask."", ""- If the chatbot gives generic advice, push back by asking for state-specific details (e.g., 'Is that true for Virginia?')."", '- Mention after the first exchange that you have two young children and a jointly owned house, to see if the chatbot addresses how these affect the process.', '- Ask about cost differences between contested and uncontested divorce in Virginia.']",At least three back-and-forth exchanges (6+ messages total).,"End the conversation when you have received: (1) Virginia residency requirement (6 months), (2) steps for filing an uncontested divorce in Virginia, (3) how custody and property division affect the type, and (4) estimated timeline (e.g., 3-6 months uncontested).","The chatbot succeeds if it provides Virginia-specific residency (6 months), distinguishes contested vs. uncontested, explains that custody and property can complicate an uncontested divorce, and gives a realistic timeline (e.g., 3-6 months for uncontested). It fails if it gives only general U.S. advice without state specifics or ignores the children/property issue."
legal-personal-injury_chatbot,legal,Understand personal injury claims including types of damages and when to pursue a case,You were injured in an accident. Share what happened.,Understand personal injury claims,Hello! I can explain personal injury claim basics. What type of accident were you in ?,I am providing legal information not advice. Personal injury cases have deadlines. Consult an attorney.,medium,"legal, injury, accident",Personal Injury Guide,,"Get a clear explanation of whether you have a viable personal injury claim based on the specific details of the accident (rear-end collision, soft tissue injury, medical treatment needed).","[""Initially provide only basic details: 'I was in a car accident and got hurt.'"", 'Withhold specifics (e.g., fault, injury type, medical visits) until the chatbot asks targeted questions.', ""If the chatbot gives generic advice without probing, push back by saying 'But what about my situation? Can you tell me if I have a case?'"", 'If the chatbot asks for your location, mention you are in California.']",At least 4 back-and-forth exchanges (8+ messages total).,"End the conversation when the chatbot provides an actionable answer specific to your case (e.g., 'Based on California law, your rear-end collision with soft tissue injury likely gives you a valid claim. You should gather evidence and consult a lawyer.') or after 6 exchanges without a satisfactory answer.","The chatbot successfully identifies that the accident was a rear-end collision (fault likely on other driver), you have a soft tissue injury (e.g., whiplash), and you sought medical treatment. It should reference California law and advise on next steps (e.g., collect police report, medical records, contact a personal injury attorney)."
legal-workers-compensation_chatbot,legal,Understand workers compensation benefits eligibility and the claims process,You were injured at work. The chatbot explains workers compensation rights and process.,Understand workers compensation,Hello! I can explain workers comp basics. What kind of workplace injury occurred?,Workers compensation rules vary by state. Report your injury to your employer promptly.,medium,"legal, workers-comp, employment",Workers Comp Guide,,"I want to understand my workers' compensation rights after a workplace injury, specifically what benefits I'm entitled to, how to file a claim, and the timeline for receiving benefits.","[""- Start by stating you had an injury at work but don't immediately specify the type or severity; wait for the chatbot to ask."", ""- Push back if the chatbot gives generic advice without specifics (e.g., 'I need to know what to do for my specific injury')."", ""- Mention you're worried about medical bills and lost wages, and ask about coverage for both."", ""- If the chatbot suggests consulting a lawyer, ask if that's necessary or if you can handle it yourself.""]",At least three back-and-forth exchanges (6+ messages total).,"End the conversation when you have received a clear, step-by-step explanation of the claims process and a list of benefits you're entitled to, or after 5 turns if not satisfied.","The chatbot should provide specific information about workers' compensation benefits (e.g., medical expense coverage, wage replacement percentage, time limits for filing) and outline the claim process (e.g., reporting injury to employer, filing form, deadlines). It should address your concern about medical bills and lost wages. If it only gives generic advice or fails to provide concrete steps, it is not successful."
legal-power-of-attorney_chatbot,legal,Understand power of attorney types and how to create one for healthcare or financial decisions,Your elderly parent is moving into assisted living and you need a durable power of attorney to handle their financial decisions. You want to know the steps to create one in your state.,Understand power of attorney options,Hello! There are different types of power of attorney. Do you need one for healthcare or finances?,POA requirements vary by state. Consider having an attorney review your documents.,easy,"legal, POA, estate",POA Guide,,"Obtain a clear, step-by-step guide to creating a durable power of attorney for financial decisions in [State Name], including required forms, notarization, and witness requirements.","['Withhold the specific state name until the chatbot asks for it or after the first response.', 'Push back if the chatbot gives generic advice not tailored to a state.', 'Mention that your parent has mild dementia but is still lucid, to test if the chatbot addresses capacity requirements.']",At least two back-and-forth exchanges (4+ messages total).,"End the conversation when the chatbot provides the state-specific steps including forms, notarization, and witness rules, or after 5 chatbot replies.","The chatbot succeeded if it asked for the state, provided steps referencing that state's specific laws (e.g., 'In California, you need two witnesses and a notary'), and addressed the capacity issue regarding dementia."
real-estate-title-search_chatbot,real-estate,Understand what a title search reveals about a property including liens easements and ownership history,You are buying a property and need to understand the title. Share the property details.,Understand title search results,Hello! I can explain title basics. Have you received a preliminary title report?,Title issues should be reviewed by a title company or real estate attorney.,medium,"real-estate, title, legal",Title Guide,,"Obtain a clear explanation of the title status for a specific property, including any liens, encumbrances, or ownership disputes.","- Initially provide only partial property details (address: 123 Main St, Anytown, USA) and wait for the chatbot to ask for more.
- Push back if the chatbot gives generic advice without referencing the specific property.
- Mention that you are a first-time homebuyer and concerned about hidden issues.
- If the chatbot requests additional information (e.g., parcel number, seller name), provide it only after the chatbot explains why it's needed.",At least two back-and-forth exchanges (4+ messages total).,"End the conversation when you receive a specific explanation of the title status for 123 Main St (e.g., 'clear title', 'existing mortgage of $X', 'easement for utility company') or after 5 exchanges if not resolved.","The chatbot is successful if it provides a concrete answer about the title for 123 Main St, such as identifying any liens, disputes, or confirming a clean title, and explains what that means for you as a buyer."
real-estate-adu-guide_chatbot,real-estate,Get guidance on building an accessory dwelling unit including permits costs and rental rules,You own a single-family home in Portland with a large backyard and want to build a 500-square-foot ADU to rent out. You need guidance on permits and estimated costs.,Plan your ADU project,Hello! I can help with ADU planning basics. Where is your property located?,ADU regulations vary significantly by city and county. Check your local zoning department.,medium,"real-estate, ADU, construction",ADU Advisor,,"Get a step-by-step guide on permits and estimated costs for building a 500-square-foot ADU in Portland, including specific requirements like setback rules and utility connection fees.","- Start by asking for a general overview of the process before diving into details.
- If the chatbot gives generic advice, push back by asking for Portland-specific regulations.
- Mention that you have a large backyard and want to confirm if that affects permit requirements.
- Ask about cost breakdowns for permits, design, and construction.",At least two back-and-forth exchanges (4+ messages total).,"End the conversation when you have received a clear list of required permits, estimated costs (including permit fees and construction costs per square foot), and any specific Portland zoning rules for ADUs.","The chatbot provided:
- A list of permits (e.g., building permit, zoning permit, utility connection permits).
- Estimated costs: permit fees (e.g., $2,000-$5,000), construction costs ($150-$250 per sq ft), and total projected cost ($75,000-$125,000).
- Portland-specific rules: setback requirements (e.g., 5 ft from property line), height limits (e.g., 20 ft), and owner-occupancy rules.
If any of these are missing or vague, the chatbot failed."
real-estate-short-term-rental_chatbot,real-estate,Understand short-term rental regulations setup requirements and profitability analysis,You're considering renting out your two-bedroom condo in Miami on Airbnb for extra income. You want to understand local regulations and whether it's profitable.,Evaluate short-term rental options,Hello! I can help with short-term rental basics. Where is your property?,Short-term rental regulations vary by city. Some require permits or restrict certain property types.,medium,"real-estate, rental, Airbnb",Rental Advisor,,Determine if renting out my two-bedroom condo in Miami on Airbnb is legally allowed under local regulations and whether it would be profitable after accounting for all costs and fees.,"- Start by asking about general regulations for short-term rentals in Miami.
- If the chatbot asks for specific property details, initially only reveal that it's a two-bedroom condo in a residential building.
- Push back if the chatbot gives generic advice without addressing Miami-specific rules or HOA restrictions.
- Mention budget concerns: you want to know if the potential income justifies the effort and costs, including cleaning fees, Airbnb fees, and potential taxes.",At least two back-and-forth exchanges (4+ messages total).,"End the conversation when you have a clear answer on whether short-term rentals are allowed in Miami for condos (including any HOA restrictions) and a rough estimate of profitability (e.g., average monthly income vs. expenses).","The chatbot successfully helped if it provided specific information about Miami's short-term rental regulations (e.g., registration requirements, zoning laws, HOA rules) and gave a realistic profitability estimate for a two-bedroom condo in Miami, considering typical nightly rates, occupancy rates, cleaning fees, Airbnb fees, and taxes."
real-estate-commercial-lease_chatbot,real-estate,Understand commercial lease terms including triple-net gross and modified gross leases,You need commercial space for your business. Share your business type and space requirements.,Understand commercial lease options,Hello! What type of business do you operate and how much square footage do you need?,Commercial leases are complex. Work with a commercial real estate agent or attorney.,medium,"real-estate, commercial, business",Commercial Lease Guide,,"Find a commercial space of at least 2,000 sq ft with a loading dock, within a $5,000/month budget, in the downtown area, for a bakery business.","['Initially state only that you need commercial space for a bakery, without specifying exact dimensions or budget.', 'When asked for details, mention the need for a loading dock for ingredient deliveries.', 'Push back if the chatbot suggests spaces without a loading dock or outside budget.', 'Clarify that the space must be in the downtown area.']",At least two back-and-forth exchanges (4+ messages total).,"End the conversation when the chatbot provides a specific listing that meets all requirements (≥2,000 sq ft, loading dock, ≤$5,000/month, downtown) or after 5 chatbot responses without a viable option.","The chatbot is successful if it offers a commercial space listing that is at least 2,000 sq ft, has a loading dock, costs no more than $5,000 per month, and is located in the downtown area."
real-estate-downsizing-senior_chatbot,real-estate,Get guidance on downsizing including independent living assisted living and continuing care options,You or a family member are considering downsizing. Share your needs and budget.,Explore senior living options,Hello! I can help with senior housing options. What level of care is needed?,Senior housing costs vary widely by location and level of care. Tour several options before deciding.,medium,"real-estate, senior, downsizing",Senior Living Guide,,"Find a suitable smaller home (2-3 bedrooms, 1-2 bathrooms) within a maximum budget of $350,000, preferably in a quiet neighborhood with low maintenance.","['- Initially vague about specific needs; only reveal details like bedroom count and budget after the chatbot asks clarifying questions.', '- Push back if the chatbot suggests homes over budget or in noisy areas.', '- Mention that you or a family member have mobility concerns, requiring a single-story layout or an elevator.', '- Express preference for a home with a small yard or patio for gardening, but not a large lawn to maintain.']",At least three back-and-forth exchanges (6+ messages total).,"End the conversation when the chatbot provides 2-3 concrete listings that meet all specified criteria (budget, size, single-story, quiet neighborhood) or after 5 exchanges without a satisfactory match.","The chatbot is successful if it identifies at least two properties that are priced at or under $350,000, have 2-3 bedrooms and 1-2 bathrooms, are single-story (or have elevator access), located in a quiet neighborhood, and have a small yard/patio. If the chatbot fails to meet these criteria or does not ask clarifying questions, it is unsuccessful."
telecom-smart-home-setup_chatbot,telecom,Get help setting up smart home devices including hubs automation routines and troubleshooting,"You just bought a smart thermostat, a video doorbell, and a few smart bulbs, and you want to set them up to work together with a single hub and create morning and evening routines.",Set up your smart home,Hello! I can help with smart home setup. Which devices are you working with?,Smart home compatibility varies. Check that your devices work with your chosen hub.,easy,"telecom, smart-home, IoT",Smart Home Guide,,"Set up a single smart home hub that integrates a smart thermostat, video doorbell, and smart bulbs, and create morning and evening automation routines.","['Ask about compatibility with specific brands (e.g., thermostat is Nest, doorbell is Ring, bulbs are Philips Hue) without stating them upfront.', 'Push back if the agent suggests separate apps for each device; insist on a single hub solution.', 'Mention a budget limit of $200 for the hub and any additional accessories.', 'Request specific examples of how to schedule morning (wake-up lights, adjust thermostat) and evening (doorbell alert, dim lights) routines.']",At least two back-and-forth exchanges (4+ messages total).,"End conversation when the agent provides a specific hub recommendation (e.g., Samsung SmartThings, Amazon Echo Plus) with compatible device list and step-by-step routine setup instructions, or after 5 turns of unhelpful responses.","The chatbot succeeded if it recommended a compatible hub (e.g., SmartThings) that works with Nest, Ring, and Philips Hue, provided clear steps to create morning and evening routines, and stayed within the $200 budget (including any required hub accessories)."
telecom-cloud-storage_chatbot,telecom,Compare cloud storage plans and get help syncing files across devices,You need cloud storage for your files. Share your storage needs and devices.,Choose the right cloud storage plan,Hello! How much storage do you need and what devices do you use?,Cloud storage costs vary by provider. Many offer free tiers with limited storage.,easy,"telecom, cloud, storage",Cloud Advisor,,"Get a cloud storage plan that offers at least 500GB, works on both iPhone and Windows laptop, costs under $10/month, and includes file sharing and backup features.","[""- Initially vague: say 'I need some cloud storage' without specifics until asked."", '- Push back if the agent suggests plans without iOS app or exceeding $10/month.', '- Mention you have an iPhone and a Windows laptop when asked about devices.', '- Ask about file sharing and backup features if not covered.']",At least two back-and-forth exchanges (4+ messages total).,"End conversation when you receive a specific plan recommendation that meets the 500GB, cross-platform, under $10/month criteria, or after 6 exchanges without a satisfactory answer.","The chatbot provided a plan (e.g., 'CloudPlus 500GB') that explicitly includes iOS and Windows compatibility, costs ≤ $10/month, supports file sharing and backup, and the persona confirmed it meets their needs."
telecom-antivirus-guide_chatbot,telecom,Get recommendations for antivirus protection and malware removal,You are concerned about malware or need antivirus software. Share what symptoms you are experiencing.,Protect your devices,Hello! I can help with antivirus guidance. Are you experiencing unusual computer behavior?,If you suspect malware disconnect from the internet and run a full scan.,easy,"telecom, security, malware",Security Advisor,,"Get specific guidance on whether I have malware and how to remove it, given that my phone is overheating, showing pop-up ads, and running slowly.","['- Withhold the fact that I already tried a free antivirus scan until asked.', '- Push back if the chatbot suggests generic advice like restarting the phone or clearing cache without addressing malware specifically.', '- Mention that I am not very tech-savvy and need step-by-step instructions.']",At least two back-and-forth exchanges (4+ messages total).,"End when the chatbot provides a clear, actionable plan to check for and remove malware tailored to my symptoms, or after 5 turns without resolution.","The chatbot should: (1) ask clarifying questions about the symptoms (overheating, pop-ups, slowness), (2) recommend a specific antivirus app or built-in scanner, (3) provide step-by-step removal instructions, and (4) advise on prevention. If it fails to address the specific symptoms or only gives generic advice, it fails."
telecom-vpn-selection_chatbot,telecom,Get help choosing a VPN based on your privacy needs streaming requirements and device compatibility,You frequently use public Wi-Fi at coffee shops and want a VPN that protects your privacy without slowing down your streaming. You also need it to work on both your laptop and phone.,Choose the right VPN,Hello! What is your primary reason for considering a VPN?,Free VPNs may limit speed or data. Research the provider's privacy policy before trusting your data.,easy,"telecom, VPN, privacy",VPN Advisor,,"Get a VPN recommendation that works on both laptop and phone, protects privacy on public Wi-Fi, and doesn't slow down streaming.","['- Mention using public Wi-Fi at coffee shops and need for privacy.', '- State that you stream video (e.g., Netflix, YouTube) and need good speeds.', '- Ask about device compatibility (laptop and phone).', '- Push back if the recommendation is too expensive or has no free trial.']",At least two back-and-forth exchanges (4+ messages total).,"End when you receive a specific VPN recommendation with details on privacy, speed, device support, and pricing (or after 5 turns if not satisfied).","The chatbot recommended a VPN that explicitly supports both laptop and phone, has strong encryption for public Wi-Fi, and offers fast speeds suitable for streaming (e.g., mentions no throttling, high bandwidth, or a free trial to test performance)."
telecom-email-setup_chatbot,telecom,Get help setting up email including IMAP SMTP aliases and forwarding,You are setting up a new email account or need help configuring it. Share what email provider you use.,Set up your email properly,Hello! I can help with email setup. Which email provider or domain are you using?,Email settings vary by provider. Check your provider's help documentation for specific server addresses.,easy,"telecom, email, setup",Email Helper,,Successfully configure my new email account on my Android phone using the Gmail app.,"- Withhold that I am using the Gmail app initially; only say I need to set up email on my phone.
- Push back if the assistant suggests using a non-Gmail app or generic IMAP settings without confirming the provider.
- If the assistant asks for my email provider, reveal that I use Gmail.
- Mention that I already have a Gmail address but it's not syncing.",At least two back-and-forth exchanges (4+ messages total).,"End the conversation when the assistant provides step-by-step instructions to add my existing Gmail account to the Gmail app on Android, or after 5 turns without resolution.","The chatbot successfully helped if it asked for my email provider, confirmed I use Gmail, and then gave specific instructions for adding an existing Gmail account to the Gmail app on Android (e.g., open Gmail app, tap profile icon, 'Add another account', select Google, sign in)."
insurance-flood-coverage_chatbot,insurance,Understand flood insurance options including NFIP policies and private flood coverage,"You live in a moderate-risk flood zone in Texas and your home is valued at $300,000. You want to know if you should buy flood insurance and whether a private policy is cheaper than NFIP.",Understand flood insurance options,Hello! I can explain flood insurance basics. Is your property in a designated flood zone?,Flood insurance typically has a 30-day waiting period before coverage begins.,medium,"insurance, flood, natural-disaster",Flood Insurance Guide,,"Determine whether to buy flood insurance and compare the cost of a private policy versus NFIP for a $300,000 home in a moderate-risk flood zone in Texas.","- Ask about both private and NFIP options.
- Mention the home value ($300,000) and moderate-risk flood zone.
- Push back if the chatbot gives generic advice without specific cost comparisons.
- If the chatbot asks for more details, provide them but stay focused on cost comparison.",At least two back-and-forth exchanges (4+ messages total).,"End when you receive a clear comparison of private vs. NFIP costs for your specific home value and zone, or after 5 turns if not resolved.","The chatbot provided a specific cost estimate or range for both private and NFIP flood insurance for a $300,000 home in a moderate-risk Texas flood zone, enabling a decision on which is cheaper."
insurance-earthquake-policy_chatbot,insurance,Understand earthquake insurance deductibles and whether you need separate coverage,You live in an earthquake-prone area and want to understand coverage. Share your home type and location.,Understand earthquake insurance,Hello! I can explain earthquake coverage. Do you know your homes seismic zone?,Standard homeowners insurance does not cover earthquake damage. A separate policy is needed.,medium,"insurance, earthquake, natural-disaster",Earthquake Insurance Guide,,"Determine whether my specific home type (single-family wood-frame house) and location (California) are covered under a standard earthquake insurance policy, and what deductibles apply.","['Initially only state that you live in an earthquake-prone area and want to understand coverage.', 'When asked, reveal your home type is a single-family wood-frame house and location is California.', 'Press for specifics about deductibles (e.g., percentage vs. fixed amount) and whether separate policies are needed.', ""Mention that you've heard earthquakes aren't covered by standard homeowners insurance.""]",At least two back-and-forth exchanges (4+ messages total).,"End the conversation when you receive a clear answer about coverage for your home type and location, including the typical deductible percentage and whether a separate policy is required, OR after 5 chatbot turns.","The chatbot is successful if it explicitly states that a standard homeowners policy does not cover earthquake damage, that a separate earthquake policy is needed, that a single-family wood-frame house in California is eligible, and provides a typical deductible range (e.g., 10-20% of dwelling coverage)."
insurance-cyber-liability_chatbot,insurance,Understand cybersecurity insurance coverage including breach response and data recovery,Your business may need cyber insurance. Share your business type and data handling.,Understand cyber insurance options,Hello! What type of data does your business handle and do you process payments?,Cyber insurance requirements vary by business size and industry. An insurance broker can help.,medium,"insurance, cyber, security",Cyber Insurance Guide,,Determine if the business needs cyber insurance based on its type (e-commerce) and data handling (customer PII stored).,"['Start with generic business type (e-commerce) and only reveal specific data handling (customer PII) if asked.', 'Push back on one-size-fits-all advice by asking for specifics about coverage for data breach costs.', 'Mention budget constraint: monthly premium under $200.', 'Do not volunteer the number of customer records unless asked.']",At least two back-and-forth exchanges (4+ messages total).,"End when the chatbot provides a specific recommendation (e.g., a policy name) that covers data breach response, or after 5 turns if no actionable answer.","The chatbot successfully identifies the e-commerce business storing customer PII, recommends a specific cyber insurance policy (e.g., 'CyberGuard Pro') that includes data breach coverage, and quotes a premium under $200/month."
insurance-motorcycle-coverage_chatbot,insurance,Understand motorcycle insurance requirements including liability collision and accessory coverage,You need motorcycle insurance. Share your bike type and riding habits.,Get motorcycle insurance guidance,Hello! I can help with motorcycle insurance. What type of bike do you ride?,Motorcycle insurance requirements vary by state. Some accessories may need additional coverage.,easy,"insurance, motorcycle, vehicle",Motorcycle Guide,,"Obtain a motorcycle insurance quote tailored to your specific bike type (sportbike) and riding habits (daily commuter, 30 miles round trip).","- Start by stating you need motorcycle insurance and ask for help.
- Only reveal bike type and riding habits after the chatbot asks for details.
- Push back if the chatbot gives generic advice without asking for specifics.
- Mention you are looking for affordable coverage but don't specify a budget unless asked.",At least two back-and-forth exchanges (4+ messages total).,"End the conversation when you receive a clear, actionable quote or recommendation that references your sportbike and daily commuting, or after 5 exchanges without resolution.","The chatbot successfully helped if it asks for your bike type and riding habits, then provides a tailored quote or coverage options for a sportbike used for daily commuting of 30 miles round trip."
insurance-dental-plan_chatbot,insurance,Compare dental insurance plans including HMO PPO and discount options,You need dental insurance. Share your dental health needs and budget.,Compare dental insurance options,Hello! I can explain dental plan types. Do you anticipate needing major dental work?,Dental plans often have waiting periods for major procedures.,easy,"insurance, dental, health",Dental Plan Advisor,,"Find a dental insurance plan that covers two cleanings per year, one set of X-rays, and basic restorative procedures (fillings, extractions) for a monthly budget of $30-50.","[""- Start by stating you need dental insurance but don't immediately specify budget or coverage needs."", '- If asked about budget, provide the $30-50 range only after the assistant asks explicitly.', ""- Push back if the assistant recommends plans that don't cover basic restorative procedures like fillings."", '- Mention you have no urgent dental issues but want preventive and basic care covered.']",At least two back-and-forth exchanges (4+ messages total).,"End the conversation when the assistant provides a specific plan recommendation that meets all stated criteria (2 cleanings, X-rays, fillings/extractions within budget) OR after 5 exchanges without a suitable plan.","The chatbot is successful if it recommends a specific dental insurance plan (with name or details) that includes: two annual cleanings, annual X-rays, coverage for fillings and extractions, and costs between $30-$50 per month."
career-networking-guide_chatbot,career,Get guidance on professional networking including events LinkedIn outreach and informational interviews,You're a software developer looking to transition into a tech lead role and want to expand your network by attending industry meetups and connecting with senior engineers on LinkedIn.,Network effectively,Hello! What industry are you in and what kind of connections are you looking to make?,Genuine networking is about building relationships not just collecting contacts.,easy,"career, networking, relationships",Networking Coach,,Get specific recommendations for 3-4 industry meetups in your area focused on tech leadership and a strategy to connect with senior engineers on LinkedIn.,"[""- Initially mention you're a software developer looking to move into a tech lead role."", ""- Push back if the chatbot suggests generic advice (like 'just network more') without specific meetup names or LinkedIn outreach templates."", '- Mention you have a budget of $50/month for events and limited time (evenings only).', '- Ask for concrete examples of LinkedIn messages to senior engineers.']",At least three back-and-forth exchanges (6+ messages total).,"End when you receive at least 3 meetup suggestions with names and locations, and a sample LinkedIn outreach message, or after 5 chatbot responses if not satisfied.","The chatbot provides at least 3 specific meetup names (e.g., 'Tech Lead Meetup SF') with details on timing/cost, and a template message for LinkedIn (e.g., 'Hi [Name], I admire your work on [Project]...')."
career-burnout-recovery_chatbot,career,Get strategies for recognizing burnout setting boundaries and recovering motivation at work,You feel burned out at work. Share what you are experiencing and what contributes to it.,Address workplace burnout,Hello! Burnout is common. What signs are you noticing and what feels most draining?,If burnout symptoms are severe consider speaking with a mental health professional or your HR department.,medium,"career, burnout, wellness",Burnout Coach,,"Identify specific workplace factors contributing to burnout and receive actionable strategies to address them, such as workload reduction, boundary-setting, or seeking support.","- Describe burnout symptoms (e.g., exhaustion, cynicism) but initially avoid naming specific causes until asked.
- Push back if the chatbot offers generic advice like 'take a vacation' without understanding your context.
- Mention that you have a high workload and lack of control over deadlines.
- If the chatbot asks targeted questions, reveal that you work in tech with constant overtime and no recognition.",At least three back-and-forth exchanges (6+ messages total).,"End the conversation when you receive at least two concrete, personalized suggestions (e.g., delegating tasks, speaking to manager, setting boundaries) or after 5 turns without progress.","The chatbot is considered helpful if it identifies at least two of the following: high workload, lack of control, insufficient recognition, or poor work-life balance, and provides specific, actionable steps (not just self-care tips) tailored to those factors."
career-parental-leave_chatbot,career,Understand parental leave options including company policy legal rights and planning your leave,You are expecting or planning a family and want to understand leave options. Share your employment situation.,Plan your parental leave,Hello! I can help with parental leave planning. Are you the birthing non-birthing or adopting parent?,Parental leave policies vary significantly by employer and state. Check both company policy and state law.,easy,"career, family, leave",Leave Planner,,"Identify all paid and unpaid leave options (maternity, paternity, parental, FMLA, disability) available to me as a full-time employee at a tech startup with less than 50 employees, and understand how to combine them.","['- Start by sharing that you work at a small tech startup (<50 employees) and are expecting a child, but do not initially specify your state or exact tenure.', ""- If the chatbot gives generic advice (e.g., 'check with HR'), push back by asking for specifics about FMLA applicability for small companies."", '- Mention that you have short-term disability insurance through work and ask if that can be used alongside parental leave.', '- If the chatbot asks for more details, provide that you are in Texas and have been employed for 10 months.']",At least two back-and-forth exchanges (4+ messages total).,"End the conversation when you receive a clear, actionable plan that lists specific leave types, durations, pay percentages, and steps to apply, OR after 6 chatbot turns if no satisfactory answer is given.","The chatbot must identify that FMLA may not apply due to company size (<50 employees), explain Texas state leave laws (no paid family leave), confirm short-term disability can be used for childbirth recovery (typically 6-8 weeks at partial pay), and suggest any company-specific parental leave policy or unpaid leave options. It should also advise checking employee handbook and discussing with HR."
