pair_id,source_attribute_id,target_attribute_id,source_label,target_label,source_category,target_category,source_subcategory,target_subcategory,embedding_similarity,lexical_similarity,evidence_support,retrieval_relation_hint,retrieval_status,candidate_source,step4_relation_hint,step4_score,pre_llm_pair_score,relation_type,merge_decision,direction,llm_confidence,rationale,llm_provider,llm_model,final_merge_confidence
pair_attr_life_context_and_constraints_yo__attr_worldview_beliefs_and_attitu_ch__7e197596cef5,attr_life_context_and_constraints__youth_group3_meets_in_this_area__8903aa9df4,attr_worldview_beliefs_and_attitu__church_group3_meets_in_this_area__f0237d3f5c,youth group3 meets in this area,church group3 meets in this area,Life Context & Constraints,"Worldview, Beliefs & Attitudes",life context and constraints,religiosity and spiritual beliefs,0.7573,0.8889,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7452,not_related,keep_separate,none,0.85,Youth group vs church group meeting in area; different categories.,openai,gpt-4.1-mini,0.814
pair_attr_life_context_and_constraints_do__attr_life_context_and_constraints_th__66853435d4e7,attr_life_context_and_constraints__do_you_use_any_other_social_networks__e008aa262c,attr_life_context_and_constraints__third_other_social_network__0763d63eb8,do you use any other social networks,third other social network,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8371,0.7097,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7442,duplicate_of,merge,symmetric,0.9,"Both about use of other social networks, same construct.",openai,gpt-4.1-mini,0.8335
pair_attr_domain_specific_overlays_tool_j__attr_domain_specific_overlays_tool_r__e2f53aea3ee2,attr_domain_specific_overlays__tool_jira__2021e4ecd2,attr_domain_specific_overlays__tool_r__89a8695750,Tool: Jira,Tool: R,Domain-Specific Overlays,Domain-Specific Overlays,uncategorized candidate,uncategorized candidate,0.6682,1.0,0.5108,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_broader_narrower,1.0,0.7441,not_related,keep_separate,symmetric,0.9,Different tools (Jira vs R) measuring different constructs.,openai,gpt-4.1-mini,0.8065
pair_attr_domain_specific_overlays_music__attr_domain_specific_overlays_music__d65ed77dcda3,attr_domain_specific_overlays__music_metal__628eab6ee7,attr_domain_specific_overlays__music_r_and_b__111d79973e,Music: Metal,Music: R&B,Domain-Specific Overlays,Domain-Specific Overlays,uncategorized candidate,uncategorized candidate,0.668,1.0,0.5108,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_broader_narrower,1.0,0.744,not_related,keep_separate,symmetric,0.9,Different music tastes (Metal vs R&B); distinct constructs.,openai,gpt-4.1-mini,0.8065
pair_attr_worldview_beliefs_and_attitu_ho__attr_worldview_beliefs_and_attitu_ho__66d1cb3e09d4,attr_worldview_beliefs_and_attitu__how_often_r_felt_a_sense_of_larger_meaning_in_life__a5a4673c4a,attr_worldview_beliefs_and_attitu__how_often_r_felt_part_of_something_larger_than_themsel__8175b81be5,how often r felt a sense of larger meaning in life,how often r felt part of something larger than themselves,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,worldview beliefs and attitudes,0.8695,0.6355,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7435,alias_of,merge,symmetric,0.9,Both measure frequency of feeling larger meaning; effectively same construct.,openai,gpt-4.1-mini,0.8321
pair_attr_cognitive_and_capability_pro_pr__attr_cognitive_and_capability_pro_pr__84ac93502590,attr_cognitive_and_capability_pro__programming_f__28ab3bed00,attr_cognitive_and_capability_pro__programming_lua__51b85b1cfd,Programming: F#,Programming: Lua,Cognitive & Capability Profile,Cognitive & Capability Profile,cognitive and capability profile,cognitive and capability profile,0.6614,1.0,0.5308,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_broader_narrower,1.0,0.7434,not_related,keep_separate,symmetric,0.9,Proficiency in different programming languages; distinct constructs.,openai,gpt-4.1-mini,0.8065
pair_attr_personality_traits_keep_to_myse__attr_personality_traits_keep_to_myse__06b024d360ea,attr_personality_traits__keep_to_myself__b2ca0fa426,attr_personality_traits__keep_to_myself_even_when_i_m_around_other_people__c7944c9b39,Keep to myself.,Keep to myself even when I'm around other people.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.855,0.6667,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7433,alias_of,merge,symmetric,0.9,Both measure same construct of keeping to oneself.,openai,gpt-4.1-mini,0.8324
pair_attr_domain_specific_overlays_tool_l__attr_domain_specific_overlays_tool_r__81cbed5c462d,attr_domain_specific_overlays__tool_linear__77774eef68,attr_domain_specific_overlays__tool_r__89a8695750,Tool: Linear,Tool: R,Domain-Specific Overlays,Domain-Specific Overlays,uncategorized candidate,uncategorized candidate,0.6659,1.0,0.5108,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_broader_narrower,1.0,0.7429,not_related,keep_separate,none,0.95,"Tools Linear and R are distinct software tools, not measuring same construct.",openai,gpt-4.1-mini,0.8284
pair_attr_demographics_and_population_sel__attr_demographics_and_population_sel__3fb7bee62f01,attr_demographics_and_population__select_your_age__9a226cd74e,attr_demographics_and_population__select_your_relationship_status__b39015ebc0,Select Your Age,Select Your Relationship Status,Demographics & Population Grounding,Demographics & Population Grounding,demographic information,demographic information,0.7788,0.75,0.5108,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.75,0.7425,not_related,keep_separate,none,0.95,Age selection and relationship status selection are distinct demographic variables.,openai,gpt-4.1-mini,0.8247
pair_attr_cognitive_and_capability_pro_ra__attr_domain_specific_overlays_ratio__36aa3c10c35a,attr_cognitive_and_capability_pro__ratio_of_graduate_students_to_undergraduate_students_i__66f3cba00f,attr_domain_specific_overlays__ratio_of_graduate_to_undergraduate_students_at_college__729f59df4c,ratio of graduate students to undergraduate students in college spouse attended,ratio of graduate to undergraduate students at college partner attended,Cognitive & Capability Profile,Domain-Specific Overlays,cognitive and capability profile,uncategorized candidate,0.7676,0.8533,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7419,alias_of,merge,symmetric,0.9,Both measure same ratio of graduate to undergraduate students at college attended by spouse/partner; same construct.,openai,gpt-4.1-mini,0.8342
pair_attr_worldview_beliefs_and_attitu_be__attr_worldview_beliefs_and_attitu_be__0a352da2ae27,attr_worldview_beliefs_and_attitu__belief_in_life_after_death__73fb7e4599,attr_worldview_beliefs_and_attitu__belief_in_life_after_death_with_volunteered_response_o__6f3df555ed,belief in life after death,belief in life after death (with volunteered response on web),"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,worldview beliefs and attitudes,0.8471,0.6667,0.7257,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7414,alias_of,merge,symmetric,0.9,Belief in life after death with and without volunteered response; same construct.,openai,gpt-4.1-mini,0.8317
pair_attr_personality_traits_prefer_being__attr_personality_traits_prefer_to_be__0a05788ae46a,attr_personality_traits__prefer_being_alone_to_risking_rejection__0dff1a17c0,attr_personality_traits__prefer_to_be_alone__ce3032394f,Prefer being alone to risking rejection.,Prefer to be alone.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.851,0.6667,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7411,alias_of,merge,symmetric,0.9,Same preference for being alone phrased differently; same construct.,openai,gpt-4.1-mini,0.8312
pair_attr_domain_specific_overlays_tool_g__attr_domain_specific_overlays_tool_r__276b238f62dd,attr_domain_specific_overlays__tool_github__8bd837393b,attr_domain_specific_overlays__tool_r__89a8695750,Tool: GitHub,Tool: R,Domain-Specific Overlays,Domain-Specific Overlays,uncategorized candidate,uncategorized candidate,0.6618,1.0,0.5108,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_broader_narrower,1.0,0.7406,not_related,keep_separate,none,0.9,Experience with different tools (GitHub vs R) are distinct and unrelated attributes.,openai,gpt-4.1-mini,0.8046
pair_attr_worldview_beliefs_and_attitu_nu__attr_worldview_beliefs_and_attitu_nu__f37c96ccce31,attr_worldview_beliefs_and_attitu__number_ofjose_r_trust__ce45297a76,attr_worldview_beliefs_and_attitu__number_ofrachel_r_trust__28ad1c73fa,number ofjose r trust,number ofrachel r trust,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",social and institutional trust,social and institutional trust,0.7805,0.8182,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7402,not_related,keep_separate,none,0.9,Different trust targets (jose vs rachel) likely distinct constructs.,openai,gpt-4.1-mini,0.8328
pair_attr_life_context_and_constraints_re__attr_life_context_and_constraints_sp__6c073ab4f1a2,attr_life_context_and_constraints__respondent_s_occupational_prestige_score_1970__f5931facf3,attr_life_context_and_constraints__spouse_occupational_prestige_score_2010__2f90662754,respondent's occupational prestige score(1970),spouse occupational prestige score (2010),Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.6851,0.8276,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.75,0.7401,not_related,keep_separate,none,0.9,Respondent's occupational prestige vs spouse's occupational prestige are distinct.,openai,gpt-4.1-mini,0.8056
pair_attr_social_identity_relationship_nu__attr_social_identity_relationship_nu__460e28207c14,attr_social_identity_relationship__number_of_conservative_in_voluntary_association__c2c44dd5a2,attr_social_identity_relationship__number_of_white_in_voluntary_association__655e1409fc,number of conservative in voluntary association,number of white in voluntary association,"Social Identity, Relationships & Community","Social Identity, Relationships & Community",social identity relationships and community,social identity relationships and community,0.7653,0.8506,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.74,not_related,keep_separate,none,0.9,Number of conservatives vs number of white in voluntary association are distinct.,openai,gpt-4.1-mini,0.8331
pair_attr_demographics_and_population_is__attr_worldview_beliefs_and_attitu_is__4cbf960359e1,attr_demographics_and_population__is_4th_person_staying_somewhere_else_now__6dfad1c984,attr_worldview_beliefs_and_attitu__is_1st_person_staying_somewhere_else_now__1fd654acec,is 4th person staying somewhere else now?,is 1st person staying somewhere else now?,Demographics & Population Grounding,"Worldview, Beliefs & Attitudes",demographic variables,worldview beliefs and attitudes,0.7197,0.9512,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.74,not_related,keep_separate,none,0.85,4th person vs 1st person staying somewhere else are distinct attributes.,openai,gpt-4.1-mini,0.812
pair_attr_demographics_and_population_per__attr_demographics_and_population_per__e466760a86a3,attr_demographics_and_population__percentage_of_45k_earners_in_paocc10_based_on_acs_2010__c460d41521,attr_demographics_and_population__percentage_of_some_college_educ_in_paocc10_based_on_ac__0015cd88f5,percentage of $45k+ earners in paocc10 based on acs 2010,percentage of some college educ in paocc10 based on acs 2010,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.7991,0.7759,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7399,not_related,keep_separate,none,0.9,Percentage of $45k+ earners vs some college education are distinct demographic variables.,openai,gpt-4.1-mini,0.8321
pair_attr_social_identity_relationship_nu__attr_social_identity_relationship_nu__8e5472f414f8,attr_social_identity_relationship__number_of_conservative_in_voluntary_association__c2c44dd5a2,attr_social_identity_relationship__number_of_gay_in_voluntary_association__49eff89f1e,number of conservative in voluntary association,number of gay in voluntary association,"Social Identity, Relationships & Community","Social Identity, Relationships & Community",social identity relationships and community,social identity relationships and community,0.7668,0.8471,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7399,not_related,keep_separate,none,0.9,Number of conservatives vs number of gay in voluntary association are distinct.,openai,gpt-4.1-mini,0.833
pair_attr_personality_traits_oppose_autho__attr_personality_traits_resist_autho__03e188136a60,attr_personality_traits__oppose_authority__b3802d7410,attr_personality_traits__resist_authority__2d2d6526ab,Oppose authority.,Resist authority.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.8308,0.7059,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7398,alias_of,merge,symmetric,0.9,Oppose authority and resist authority measure same construct.,openai,gpt-4.1-mini,0.8311
pair_attr_social_identity_relationship_nu__attr_social_identity_relationship_nu__6da9ec2f9c37,attr_social_identity_relationship__number_of_cohabiting_ppl_in_neighborhood__ee35278f58,attr_social_identity_relationship__number_of_white_in_neighborhood__21dd7334c8,number of cohabiting ppl in neighborhood,number of white in neighborhood,"Social Identity, Relationships & Community","Social Identity, Relationships & Community",social identity relationships and community,social identity relationships and community,0.7803,0.8169,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7398,not_related,keep_separate,none,0.9,Number of cohabiting people vs number of white in neighborhood are distinct.,openai,gpt-4.1-mini,0.8326
pair_attr_worldview_beliefs_and_attitu_nu__attr_worldview_beliefs_and_attitu_nu__1416289b0c86,attr_worldview_beliefs_and_attitu__number_of_lawyer_r_trust__0e7580e7da,attr_worldview_beliefs_and_attitu__number_ofmark_r_trust__6880285045,number of lawyer r trust,number ofmark r trust,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",social and institutional trust,social and institutional trust,0.7676,0.8444,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7397,not_related,keep_separate,none,0.9,Number of lawyer trust vs number of mark trust are distinct.,openai,gpt-4.1-mini,0.8329
pair_attr_behavioral_patterns_and_pref_ho__attr_life_context_and_constraints_ho__75b0906bbefc,attr_behavioral_patterns_and_pref__how_often_does_r_visit_father__ae2aa1bcc8,attr_life_context_and_constraints__how_often_visit_father__83fded038f,how often does r visit father,how often visit father,Behavioral Patterns & Preferences,Life Context & Constraints,behavioral patterns and preferences,life context and constraints,0.7593,0.8627,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7397,alias_of,merge,symmetric,0.9,How often does r visit father and how often visit father measure same behavior.,openai,gpt-4.1-mini,0.8331
pair_attr_demographics_and_population_per__attr_demographics_and_population_per__71bee7fd293c,attr_demographics_and_population__percentage_american_indian_living_in_r_s_community__e7e709dafb,attr_demographics_and_population__percentage_black_living_in_r_s_community__779d63aae3,percentage american indian living in r's community,percentage black living in r's community,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.7772,0.8222,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7394,not_related,keep_separate,none,0.9,Percentage American Indian vs black living in community are distinct demographics.,openai,gpt-4.1-mini,0.8324
pair_attr_personality_traits_try_to_cheat__attr_personality_traits_try_to_lead__09a0a9d2d169,attr_personality_traits__try_to_cheat_others__d0f6abbb2f,attr_personality_traits__try_to_lead_others__620cfb3827,Try to cheat others.,Try to lead others.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.7547,0.8718,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7394,not_related,keep_separate,none,0.9,Trying to cheat others vs trying to lead others are distinct constructs.,openai,gpt-4.1-mini,0.8331
pair_attr_behavioral_patterns_and_pref_in__attr_behavioral_patterns_and_pref_su__bbc8d3457366,attr_behavioral_patterns_and_pref__interest_astronomy__375873404e,attr_behavioral_patterns_and_pref__subject_astronomy__2aed9541cf,Interest: Astronomy,Subject: Astronomy,Behavioral Patterns & Preferences,Behavioral Patterns & Preferences,behavioral patterns and preferences,behavioral patterns and preferences,0.8853,0.7027,0.5108,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7392,alias_of,merge,symmetric,0.95,Interest and subject in astronomy measure same construct.,openai,gpt-4.1-mini,0.8496
pair_attr_personality_traits_enjoyed_life__attr_personality_traits_enjoyed_scho__cc8555fed95d,attr_personality_traits__enjoyed_life__5fc3629a11,attr_personality_traits__enjoyed_school__13d5ae1b5c,Enjoyed life.,Enjoyed school.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.8258,0.7143,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7392,not_related,keep_separate,none,0.9,Enjoyed life vs enjoyed school are distinct constructs.,openai,gpt-4.1-mini,0.8308
pair_attr_personality_traits_decide_thing__attr_personality_traits_decide_thing__1d342bc217c6,attr_personality_traits__decide_things_for_others__71d40a299a,attr_personality_traits__decide_things_on_my_own__7a2cc32b07,Decide things for others.,Decide things on my own.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.8166,0.7347,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7392,not_related,keep_separate,none,0.9,Decide things for others vs on own are distinct constructs.,openai,gpt-4.1-mini,0.8311
pair_attr_social_identity_relationship_nu__attr_social_identity_relationship_nu__0eaf7c545184,attr_social_identity_relationship__number_of_cohabiting_ppl_in_voluntary_association__ca4a9f9ba5,attr_social_identity_relationship__number_of_gay_in_voluntary_association__49eff89f1e,number of cohabiting ppl in voluntary association,number of gay in voluntary association,"Social Identity, Relationships & Community","Social Identity, Relationships & Community",social identity relationships and community,social identity relationships and community,0.7744,0.8276,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7392,not_related,keep_separate,none,0.9,Number of cohabiting ppl vs number of gay in voluntary association are distinct.,openai,gpt-4.1-mini,0.8324
pair_attr_worldview_beliefs_and_attitu_at__attr_worldview_beliefs_and_attitu_at__7be4ab519c31,attr_worldview_beliefs_and_attitu__attend_religious_events_during_the_last_week__bcbba07381,attr_worldview_beliefs_and_attitu__attended_religious_services_last_thursday__f00b5ce0ae,attend religious events during the last week,attended religious services last thursday,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",religiosity and spiritual beliefs,religiosity and spiritual beliefs,0.8616,0.6353,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7391,alias_of,merge,symmetric,0.9,Both measure attendance at religious events in a similar recent timeframe; effectively same construct.,openai,gpt-4.1-mini,0.8297
pair_attr_worldview_beliefs_and_attitu_ho__attr_worldview_beliefs_and_attitu_nu__efa90bc4bae3,attr_worldview_beliefs_and_attitu__how_often_r_attends_religious_services__e3635fb92c,attr_worldview_beliefs_and_attitu__number_of_days_attended_religious_services__9e388ee036,how often r attends religious services,number of days attended religious services,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",religiosity and spiritual beliefs,religiosity and spiritual beliefs,0.8092,0.75,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.739,alias_of,merge,symmetric,0.9,Frequency and number of days attended religious services measure the same construct.,openai,gpt-4.1-mini,0.8312
pair_attr_life_context_and_constraints_nu__attr_life_context_and_constraints_nu__f2c9dc567ca5,attr_life_context_and_constraints__number_of_asian_in_current_or_previous_work__abe6497e5d,attr_life_context_and_constraints__number_of_strong_conservative_in_current_or_previous_w__2ca6efbc04,number of asian in current or previous work,number of strong conservative in current or previous work,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.6953,0.8,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.6667,0.7388,not_related,keep_separate,none,0.9,Number of Asians vs number of strong conservatives in work are unrelated constructs.,openai,gpt-4.1-mini,0.8045
pair_attr_behavioral_patterns_and_pref_in__attr_behavioral_patterns_and_pref_su__b4aa00c69267,attr_behavioral_patterns_and_pref__interest_literature__3f42d4adcd,attr_behavioral_patterns_and_pref__subject_literature__b89d0b2bb6,Interest: Literature,Subject: Literature,Behavioral Patterns & Preferences,Behavioral Patterns & Preferences,behavioral patterns and preferences,behavioral patterns and preferences,0.8774,0.7179,0.5108,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7387,alias_of,merge,symmetric,0.95,Interest and subject in literature measure the same construct.,openai,gpt-4.1-mini,0.8495
pair_attr_demographics_and_population_vot__attr_life_context_and_constraints_vo__12074d7e47db,attr_demographics_and_population__vote_on_open_housing_law__f8c702c8c8,attr_life_context_and_constraints__vote_on_open_housing_law_with_volunteered_response_on__34023b287e,vote on open housing law,vote on open housing law (with volunteered response on web),Demographics & Population Grounding,Life Context & Constraints,demographic variables,life context and constraints,0.7859,0.8,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7387,alias_of,merge,symmetric,0.9,Vote on open housing law with and without volunteered response measure same construct.,openai,gpt-4.1-mini,0.8317
pair_attr_demographics_and_population_sel__attr_demographics_and_population_sel__55b100144064,attr_demographics_and_population__select_your_race__d8f6c5eb29,attr_demographics_and_population__select_your_relationship_status__b39015ebc0,Select Your Race,Select Your Relationship Status,Demographics & Population Grounding,Demographics & Population Grounding,demographic information,demographic information,0.7718,0.75,0.5108,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.75,0.7386,not_related,keep_separate,none,0.95,Select Your Race and Select Your Relationship Status are unrelated demographic variables.,openai,gpt-4.1-mini,0.8226
pair_attr_life_context_and_constraints_go__attr_life_context_and_constraints_go__d5bd9457981d,attr_life_context_and_constraints__gov_should_assist_low_income_college_student__1b1663cdf4,attr_life_context_and_constraints__govt_money_for_low_income_students__e66ca504b2,gov. should assist low-income college student,govt money for low income students,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8731,0.6076,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7385,alias_of,merge,symmetric,0.9,Government assistance for low-income students and govt money for low income students measure same construct.,openai,gpt-4.1-mini,0.829
pair_attr_life_context_and_constraints_3r__attr_life_context_and_constraints_th__074889658e69,attr_life_context_and_constraints__3rd_mention_what_help_r_sought__e151ccc7bd,attr_life_context_and_constraints__third_mention_to_help_problem__e0d8c717f5,3rd mention what help r sought,third mention to help problem,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.841,0.678,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7385,alias_of,merge,symmetric,0.9,3rd mention what help sought and third mention to help problem are same construct.,openai,gpt-4.1-mini,0.8299
pair_attr_domain_specific_overlays_charac__attr_personality_traits_honesty_6a20__0f6b8d0c0971,attr_domain_specific_overlays__character_honesty__2659a5d235,attr_personality_traits__honesty__6a2018e0cf,Character: Honesty,Honesty,Domain-Specific Overlays,Personality Traits,uncategorized candidate,facet map personality facets,0.7217,1.0,0.6101,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7385,alias_of,merge,symmetric,0.9,Character: Honesty and Honesty personality facet measure same construct.,openai,gpt-4.1-mini,0.8325
pair_attr_personality_traits_like_taking__attr_personality_traits_take_risks_4__f7febf40b4ba,attr_personality_traits__like_taking_risks__e84bbc3c5c,attr_personality_traits__take_risks__4e2b8da9f1,Like taking risks.,Take risks.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.8354,0.6897,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7383,alias_of,merge,symmetric,0.9,Like taking risks and take risks measure same construct.,openai,gpt-4.1-mini,0.83
pair_attr_domain_specific_overlays_number__attr_domain_specific_overlays_number__5ccdd1f879a0,attr_domain_specific_overlays__number_of_gay_r_is_acquainted_with__959e8c7037,attr_domain_specific_overlays__number_of_linda_r_is_acquainted_with__1290a6e2fb,number of gay r is acquainted with,number of linda r is acquainted with,Domain-Specific Overlays,Domain-Specific Overlays,uncategorized candidate,uncategorized candidate,0.7333,0.9143,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7383,not_related,keep_separate,none,0.9,"Attributes count acquaintances of different individuals (gay r vs linda r), distinct constructs.",openai,gpt-4.1-mini,0.8331
pair_attr_demographics_and_population_mar__attr_demographics_and_population_mar__c081fddc1720,attr_demographics_and_population__marital_status__b948302ff2,attr_demographics_and_population__marital_type__09395dbc83,marital status,marital type,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8455,0.6923,0.6675,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7382,alias_of,merge,symmetric,0.9,Marital status and marital type likely measure the same construct.,openai,gpt-4.1-mini,0.8292
pair_attr_life_context_and_constraints_r__attr_life_context_and_constraints_r__a61daf1bc459,attr_life_context_and_constraints__r_see_oneself_as_someone_who_has_an_active_imagination__0229c2585c,attr_life_context_and_constraints__r_see_oneself_as_someone_who_is_relaxed__ce745b8cea,r see oneself as someone who has an active imagination,r see oneself as someone who is relaxed,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8261,0.7097,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7382,not_related,keep_separate,none,0.9,Active imagination and being relaxed are distinct personality traits.,openai,gpt-4.1-mini,0.8302
pair_attr_behavioral_patterns_and_pref_cu__attr_behavioral_patterns_and_pref_cu__af0f6c5d71a6,attr_behavioral_patterns_and_pref__cuisine_cajun__3f13e57a55,attr_behavioral_patterns_and_pref__cuisine_caribbean__a469da38c6,Cuisine: Cajun,Cuisine: Caribbean,Behavioral Patterns & Preferences,Behavioral Patterns & Preferences,behavioral patterns and preferences,behavioral patterns and preferences,0.771,0.75,0.5108,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.6667,0.7382,not_related,keep_separate,none,0.9,Taste for different cuisines (Cajun vs Caribbean) are distinct preferences.,openai,gpt-4.1-mini,0.7999
pair_attr_worldview_beliefs_and_attitu_co__attr_worldview_beliefs_and_attitu_co__0e08f4aa0c9c,attr_worldview_beliefs_and_attitu__confidence_in_churches_and_religious_orgs__1b8f312460,attr_worldview_beliefs_and_attitu__confidence_in_organized_religion__227cfc2a4d,confidence in churches and religious orgs,confidence in organized religion,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",religiosity and spiritual beliefs,religiosity and spiritual beliefs,0.8247,0.7123,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7381,alias_of,merge,symmetric,0.9,Confidence in churches and religious orgs vs organized religion measure same construct.,openai,gpt-4.1-mini,0.8302
pair_attr_personality_traits_get_fed_up_e__attr_personality_traits_get_upset_ea__c4b1d31fd1a3,attr_personality_traits__get_fed_up_easily__b956c66e0a,attr_personality_traits__get_upset_easily__cfde3dc4de,Get fed up easily.,Get upset easily.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.7849,0.8,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7381,alias_of,merge,symmetric,0.9,Get fed up easily and get upset easily measure very similar emotional reactivity.,openai,gpt-4.1-mini,0.8314
pair_attr_worldview_beliefs_and_attitu_nu__attr_worldview_beliefs_and_attitu_nu__43ad0e78cf09,attr_worldview_beliefs_and_attitu__number_of_karen_r_trust__07fc278f3e,attr_worldview_beliefs_and_attitu__number_oflinda_r_trust__f210e693d9,number of karen r trust,number oflinda r trust,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",social and institutional trust,social and institutional trust,0.7849,0.8,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7381,not_related,keep_separate,none,0.9,"Number of trusted individuals differ by person (karen vs linda), distinct constructs.",openai,gpt-4.1-mini,0.8314
pair_attr_life_context_and_constraints_re__attr_life_context_and_constraints_re__6cded52330ac,attr_life_context_and_constraints__respondent_income_in_constant_dollars__4e68a4f276,attr_life_context_and_constraints__respondents_income__dc0015e1f3,respondent income in constant dollars,respondents income,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8673,0.6182,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.738,alias_of,merge,symmetric,0.9,Respondent income in constant dollars and respondents income are same construct.,openai,gpt-4.1-mini,0.8289
