pair_id,source_attribute_id,target_attribute_id,source_label,target_label,source_category,target_category,source_subcategory,target_subcategory,embedding_similarity,lexical_similarity,evidence_support,retrieval_relation_hint,retrieval_status,candidate_source,step4_relation_hint,step4_score,pre_llm_pair_score,relation_type,merge_decision,direction,llm_confidence,rationale,final_merge_confidence,llm_provider,llm_model
pair_attr_life_context_and_constraints_ma__attr_life_context_and_constraints_ma__ab58e53582c4,attr_life_context_and_constraints__maind10_coding_status__089b64ee76,attr_life_context_and_constraints__maind10_coding_tag__cefc5f5b2b,maind10 coding status,maind10 coding tag,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9277,0.8718,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8346,alias_of,merge,symmetric,0.95,Coding status and coding tag likely represent same coding information.,0.9075,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__41f656fe13f6,attr_life_context_and_constraints__how_likely_x_violent_toward_him_herself__bf556f9f05,attr_life_context_and_constraints__how_likely_x_violent_toward_oneself__90597a2b54,how likely x violent toward him herself,how likely x violent toward oneself,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9126,0.8919,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8313,alias_of,merge,symmetric,0.95,Violence toward oneself phrased differently; same construct.,0.906,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__15389e367345,attr_life_context_and_constraints__how_much_you_compare_to_people_do_same_job__be6fded8d3,attr_life_context_and_constraints__how_well_youcompare_to_people_do_same_job__180fbee0af,how much you compare to people do same job,how well youcompare to people do same job,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9126,0.8916,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8312,alias_of,merge,symmetric,0.95,Comparison to people doing same job phrased differently; same construct.,0.906,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_pr__attr_life_context_and_constraints_pr__d9deb99caea2,attr_life_context_and_constraints__preschool_kids_suffer_if_mother_works__7e6699a0f6,attr_life_context_and_constraints__preschooler_will_suffer_if_mom_works__7f6488341b,preschool kids suffer if mother works,preschooler will suffer if mom works,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9427,0.8219,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8304,duplicate_of,merge,symmetric,0.95,"Both attributes measure the same construct about preschool kids suffering if mother/mom works, just phrased differently.",0.9045,openai,gpt-4.1-mini
pair_attr_demographics_and_population_sbo__attr_demographics_and_population_sbo__c3a5aba9569c,attr_demographics_and_population__sbocc10_coding_status__995a95acf6,attr_demographics_and_population__sbocc10_coding_tag__8c53930ced,sbocc10 coding status,sbocc10 coding tag,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.9187,0.8718,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8296,alias_of,merge,symmetric,0.95,Coding status and coding tag for sbocc10 likely represent the same construct with different labels.,0.9048,openai,gpt-4.1-mini
pair_attr_personality_traits_agree_to_any__attr_personality_traits_will_agree_t__662384027481,attr_personality_traits__agree_to_anything__a26df2f4d4,attr_personality_traits__will_agree_to_anything__43e413b313,Agree to anything.,Will agree to anything.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.9133,0.878,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8282,duplicate_of,merge,symmetric,0.95,Agree to anything and Will agree to anything are semantically equivalent personality items.,0.9041,openai,gpt-4.1-mini
pair_attr_personality_traits_weigh_the_pr__attr_personality_traits_weigh_the_pr__3f4ab0589a4b,attr_personality_traits__weigh_the_pro_s_and_the_con_s__b534dee3a7,attr_personality_traits__weigh_the_pros_against_the_cons__c745cff8a8,Weigh the pro's and the con's.,Weigh the pros against the cons.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.9146,0.871,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8272,duplicate_of,merge,symmetric,0.95,Weigh the pro's and con's and weigh the pros against the cons are semantically equivalent.,0.9035,openai,gpt-4.1-mini
pair_attr_personality_traits_distrust_807__attr_personality_traits_mistrust_b6c__2d0fa72127c9,attr_personality_traits__distrust__807f5ba2ba,attr_personality_traits__mistrust__b6c9641f67,Distrust,Mistrust,Personality Traits,Personality Traits,ipip personality scales,ipip personality scales,0.9109,0.875,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8262,alias_of,merge,symmetric,0.95,Distrust and Mistrust are synonymous personality constructs.,0.903,openai,gpt-4.1-mini
pair_attr_values_goals_and_motivations_wo__attr_worldview_beliefs_and_attitu_wo__0716cdb83098,attr_values_goals_and_motivations__worry_too_much_about_progress_harming_envir__cfec488b20,attr_worldview_beliefs_and_attitu__worry_too_much_about_progress_harming_envir__d2ff9f57c4,worry too much about progress harming envir,worry too much about progress harming envir,"Values, Goals & Motivations","Worldview, Beliefs & Attitudes",values goals and motivations,worldview beliefs and attitudes,0.8541,1.0,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8262,duplicate_of,merge,symmetric,0.95,Same attribute labeled under different categories but measuring identical construct.,0.9047,openai,gpt-4.1-mini
pair_attr_demographics_and_population_sbi__attr_demographics_and_population_sbi__eee1943c23a7,attr_demographics_and_population__sbind10_coding_status__7ef586d65d,attr_demographics_and_population__sbind10_coding_tag__f790762949,sbind10 coding status,sbind10 coding tag,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.9122,0.8718,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8261,alias_of,merge,symmetric,0.95,Coding status and coding tag for sbind10 are synonymous.,0.9029,openai,gpt-4.1-mini
pair_attr_worldview_beliefs_and_attitu_pe__attr_worldview_beliefs_and_attitu_pe__ba974c8d8310,attr_worldview_beliefs_and_attitu__people_of_a_different_religion__30833ff0fc,attr_worldview_beliefs_and_attitu__people_of_another_religion__7a9ec2f562,People of a different religion,People of another religion,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",religiosity and spiritual beliefs,religiosity and spiritual beliefs,0.9507,0.7857,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8257,alias_of,merge,symmetric,0.95,Attributes capture the same concept with synonymous wording.,0.9015,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_re__attr_life_context_and_constraints_re__284433cbddd6,attr_life_context_and_constraints__relationship_with_this_person_as_a_result_of_mental_he__60177c6b24,attr_life_context_and_constraints__result_of_mental_health_problem_to_relationship_with_h__10edeef38b,relationship with this person as a result of mental health problem,result of mental health problem to relationship with him,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8918,0.7143,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.7143,0.8255,alias_of,merge,symmetric,0.9,"Both attributes describe relationship affected by mental health problem, just phrased differently.",0.8506,openai,gpt-4.1-mini
pair_attr_values_goals_and_motivations_2n__attr_worldview_beliefs_and_attitu_2n__ce551d2849d8,attr_values_goals_and_motivations__2nd_highest_priority_for_america__b77c119ed6,attr_worldview_beliefs_and_attitu__2nd_highest_priority_for_america__c8934a0b60,2nd highest priority for america,2nd highest priority for america,"Values, Goals & Motivations","Worldview, Beliefs & Attitudes",values goals and motivations,worldview beliefs and attitudes,0.8488,1.0,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8233,alias_of,merge,symmetric,0.9,Same label and concept but categorized differently; measure same construct.,0.8806,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_nu__attr_life_context_and_constraints_nu__f94534a0f2cd,attr_life_context_and_constraints__number_of_close_friends_are_coworkers__288d5381b5,attr_life_context_and_constraints__number_of_close_friends_at_work_place__1c7ef27cf5,number of close friends are coworkers,number of close friends at work place,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9214,0.8378,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8226,alias_of,merge,symmetric,0.9,Number of close friends who are coworkers and at workplace are effectively the same.,0.878,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_worldview_beliefs_and_attitu_ho__e779848f9111,attr_life_context_and_constraints__how_much_ought_shop_owner_make__83472237c8,attr_worldview_beliefs_and_attitu__how_much_ought_shop_owner_make__6d1d2daeb5,how much ought shop owner make?,how much ought shop owner make?,Life Context & Constraints,"Worldview, Beliefs & Attitudes",life context and constraints,worldview beliefs and attitudes,0.8463,1.0,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8219,alias_of,merge,symmetric,0.9,Same question phrased under different categories; measure same construct.,0.8798,openai,gpt-4.1-mini
pair_attr_demographics_and_population_wha__attr_demographics_and_population_wha__41f49657ce55,attr_demographics_and_population__what_is_r_s_race_first_mention__f3d7185024,attr_demographics_and_population__what_is_r_s_race_third_mention__a78108b4ad,"what is r's race, first mention","what is r's race, third mention",Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8891,0.9032,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8212,alias_of,merge,symmetric,0.95,"Both attributes measure the same construct (race of respondent) at different mentions, effectively duplicates.",0.9006,openai,gpt-4.1-mini
pair_attr_demographics_and_population_mos__attr_worldview_beliefs_and_attitu_mo__d3b682e129cb,attr_demographics_and_population__most_politicians_are_only_for_what_get_out_of_politics__2c5771d034,attr_worldview_beliefs_and_attitu__most_politicians_are_only_for_what_get_out_of_politics__9b81d7e31d,most politicians are only for what get out of politics,most politicians are only for what get out of politics,Demographics & Population Grounding,"Worldview, Beliefs & Attitudes",demographic variables,worldview beliefs and attitudes,0.845,1.0,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8212,alias_of,merge,symmetric,0.95,Same label and definition but different categories; measure same construct.,0.9019,openai,gpt-4.1-mini
pair_attr_demographics_and_population_hom__attr_demographics_and_population_hom__b4c0c526cf6c,attr_demographics_and_population__homosexuality__5ac3b55023,attr_demographics_and_population__homosexuals__510f970939,Homosexuality,Homosexuals,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.9191,0.8333,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8202,alias_of,merge,symmetric,0.95,Homosexuality and Homosexuals capture same construct with slightly different wording.,0.8992,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__77d4905879c4,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_fraternity_group3__835bdf5f09,attr_life_context_and_constraints__how_many_yrs_r_been_a_member_of_fraternal_groups3__7a9e4189d9,how many years r born a member of fraternity group3,how many yrs r been a member of fraternal groups3,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8956,0.88,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.819,alias_of,merge,symmetric,0.95,Different wording for years as member of fraternity/fraternal groups; same construct.,0.8991,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__5a63f01e369d,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_fraternity_group4__eb06ac0995,attr_life_context_and_constraints__how_many_yrs_r_been_a_member_of_fraternal_groups4__d2e6ed8cb2,how many years r born a member of fraternity group4,how many yrs r been a member of fraternal groups4,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8946,0.88,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8184,alias_of,merge,symmetric,0.95,Different wording for years as member of fraternity/fraternal groups; same construct.,0.8988,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__1d560bccde97,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_fraternity_group2__6972419d51,attr_life_context_and_constraints__how_many_yrs_r_been_a_member_of_fraternal_groups2__faf8745114,how many years r born a member of fraternity group2,how many yrs r been a member of fraternal groups2,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8943,0.88,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8183,alias_of,merge,symmetric,0.95,Different wording for years as member of fraternity/fraternal groups; same construct.,0.8987,openai,gpt-4.1-mini
pair_attr_worldview_beliefs_and_attitu_ab__attr_worldview_beliefs_and_attitu_ab__7da5a98d8510,attr_worldview_beliefs_and_attitu__abortion_if_woman_wants_for_any_reason__4c378fdd3f,attr_worldview_beliefs_and_attitu__abortion_if_woman_wants_for_any_reason_grid_on_web__17f80311fd,abortion if woman wants for any reason,abortion if woman wants for any reason (grid on web),"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,worldview beliefs and attitudes,0.9104,0.8444,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8182,alias_of,merge,symmetric,0.95,Same construct with minor wording difference (abortion if woman wants for any reason).,0.8982,openai,gpt-4.1-mini
pair_attr_personality_traits_am_considere__attr_personality_traits_consider_mys__7a360f8d7832,attr_personality_traits__am_considered_to_be_a_wise_person__741bb8a5a3,attr_personality_traits__consider_myself_to_be_a_wise_person__4e89a76ef4,Am considered to be a wise person.,Consider myself to be a wise person.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.9046,0.8571,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8182,alias_of,merge,symmetric,0.95,Am considered vs consider myself to be wise person; same construct.,0.8984,openai,gpt-4.1-mini
pair_attr_personality_traits_feel_that_i__attr_personality_traits_feel_that_i__fa3c35a2dea8,attr_personality_traits__feel_that_i_am_too_short__9b67e2dae8,attr_personality_traits__feel_that_i_am_too_small__73e2fb46a2,Feel that I am too short.,Feel that I am too small.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.9114,0.84,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8177,alias_of,merge,symmetric,0.95,Feel too short vs too small are semantically equivalent.,0.8979,openai,gpt-4.1-mini
pair_attr_values_goals_and_motivations_am__attr_worldview_beliefs_and_attitu_am__33615a098bdf,attr_values_goals_and_motivations__amer_needs_econ_grwth_to_protect_envir__62499f219a,attr_worldview_beliefs_and_attitu__amer_needs_econ_grwth_to_protect_envir__eb02a08248,amer needs econ grwth to protect envir,amer needs econ grwth to protect envir,"Values, Goals & Motivations","Worldview, Beliefs & Attitudes",values goals and motivations,worldview beliefs and attitudes,0.8382,1.0,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8174,alias_of,merge,symmetric,0.95,Same label and definition but different categories; measure same construct.,0.8999,openai,gpt-4.1-mini
pair_attr_worldview_beliefs_and_attitu_fr__attr_worldview_beliefs_and_attitu_fr__837c9f773372,attr_worldview_beliefs_and_attitu__fraternal_group_tries_to_solve_problems__cbf43e6940,attr_worldview_beliefs_and_attitu__fraternity_tries_to_solve_problems__690da47a19,fraternal group tries to solve problems,fraternity tries to solve problems,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,worldview beliefs and attitudes,0.9029,0.8493,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8153,alias_of,merge,symmetric,0.95,Fraternal group and fraternity are synonyms referring to same construct.,0.8967,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__d4c4443e4d5a,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_fraternity_group1__1a257e2b62,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_school_fraternity1__132b338949,how many years r born a member of fraternity group1,how many years r born a member of school fraternity1,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8916,0.8738,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8152,alias_of,merge,symmetric,0.95,Membership years in fraternity group and school fraternity are synonyms.,0.897,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ha__attr_personality_traits_have_a_lot_o__2e14bb2a4b04,attr_life_context_and_constraints__have_a_lot_of_energy_in_past_4_wks__17631e86d0,attr_personality_traits__have_a_lot_of_energy_in_past_4_wks__cb6a001b71,have a lot of energy in past 4 wks,have a lot of energy in past 4 wks,Life Context & Constraints,Personality Traits,life context and constraints,personality traits,0.8332,1.0,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8147,alias_of,merge,symmetric,0.95,Same label and meaning across categories; merge as aliases.,0.8984,openai,gpt-4.1-mini
pair_attr_personality_traits_like_to_help__attr_personality_traits_love_to_help__c00c161bf016,attr_personality_traits__like_to_help_others__3dba79ebe3,attr_personality_traits__love_to_help_others__2a11c9b6ef,Like to help others.,Love to help others.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.877,0.9,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8138,alias_of,merge,symmetric,0.95,Like to help vs love to help others are synonymous personality items.,0.8965,openai,gpt-4.1-mini
pair_attr_behavioral_patterns_and_pref_in__attr_behavioral_patterns_and_pref_in__e1ca9af403df,attr_behavioral_patterns_and_pref__interest_investing__cec0cfb239,attr_behavioral_patterns_and_pref__interest_investmentoring__928b7474bd,Interest: Investing,Interest: Investmentoring,Behavioral Patterns & Preferences,Behavioral Patterns & Preferences,behavioral patterns and preferences,behavioral patterns and preferences,0.8533,0.8636,0.5108,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.6667,0.8118,duplicate_of,merge,symmetric,0.95,Interest in investing and investmentoring appear to measure the same construct with minor lexical variation.,0.8641,openai,gpt-4.1-mini
pair_attr_personality_traits_prefer_readi__attr_personality_traits_prefer_to_re__e306f232e0d4,attr_personality_traits__prefer_reading_non_fiction_to_fiction__e4b7344e11,attr_personality_traits__prefer_to_read_nonfiction_more_than_fiction__39a294b04b,Prefer reading non-fiction to fiction.,Prefer to read nonfiction more than fiction.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.9164,0.8049,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8117,duplicate_of,merge,symmetric,0.95,"Both attributes measure preference for reading non-fiction over fiction, same construct.",0.8941,openai,gpt-4.1-mini
pair_attr_personality_traits_am_often_lat__attr_personality_traits_am_often_lat__bdf03b46e821,attr_personality_traits__am_often_late__1549681fd1,attr_personality_traits__am_often_late_to_work__98ec314243,Am often late.,Am often late to work.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.9272,0.7778,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8108,duplicate_of,merge,symmetric,0.95,"Both measure being often late, same construct with minor wording difference.",0.8933,openai,gpt-4.1-mini
pair_attr_personality_traits_look_at_the__attr_personality_traits_look_on_the__575cef850eb1,attr_personality_traits__look_at_the_bright_side_of_life__74368730c7,attr_personality_traits__look_on_the_bright_side__f1e430d542,Look at the bright side of life.,Look on the bright side.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.923,0.7857,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8105,duplicate_of,merge,symmetric,0.95,"Both measure looking at bright side of life, same construct with minor wording difference.",0.8932,openai,gpt-4.1-mini
pair_attr_values_goals_and_motivations_al__attr_worldview_beliefs_and_attitu_al__99c076255f02,attr_values_goals_and_motivations__almost_everything_we_do_harms_envir__345f73116c,attr_worldview_beliefs_and_attitu__almost_everything_we_do_harms_envir__5fbffdc7ff,almost everything we do harms envir,almost everything we do harms envir,"Values, Goals & Motivations","Worldview, Beliefs & Attitudes",values goals and motivations,worldview beliefs and attitudes,0.8253,1.0,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8103,duplicate_of,merge,symmetric,0.95,"Same statement about almost everything we do harms environment, just categorized differently.",0.896,openai,gpt-4.1-mini
pair_attr_personality_traits_dislike_bein__attr_personality_traits_hate_being_t__5261827bf1cd,attr_personality_traits__dislike_being_the_center_of_attention__fdc44c1a4f,attr_personality_traits__hate_being_the_center_of_attention__33dac5443e,Dislike being the center of attention.,Hate being the center of attention.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.8803,0.8767,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8098,duplicate_of,merge,symmetric,0.95,Dislike vs hate being center of attention are semantically equivalent.,0.894,openai,gpt-4.1-mini
pair_attr_personality_traits_act_spontane__attr_personality_traits_act_without__98aa06657190,attr_personality_traits__act_spontaneously_without_thinking_about_the_consequen__f50a123954,attr_personality_traits__act_without_thinking__b081d80774,Act spontaneously without thinking about the consequences.,Act without thinking.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.8464,0.75,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.75,0.8094,alias_of,merge,symmetric,0.95,"Both measure acting without thinking, essentially the same construct.",0.8649,openai,gpt-4.1-mini
pair_attr_personality_traits_can_laugh_at__attr_personality_traits_easily_laugh__62e44cdd9998,attr_personality_traits__can_laugh_at_myself__6e7d95f76f,attr_personality_traits__easily_laugh_at_myself__76e9177b02,Can laugh at myself.,Easily laugh at myself.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.8919,0.8372,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8063,alias_of,merge,symmetric,0.95,"Both attributes measure the same construct of laughing at oneself easily, with very high similarity and nearly identical meaning.",0.8916,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_r__attr_life_context_and_constraints_r__16c2d10ee37d,attr_life_context_and_constraints__r_belongs_to_more_than_one_fraternal_groups__17e77785c2,attr_life_context_and_constraints__r_belongs_to_more_than_one_school_fraternities__ec05b6fd4f,r belongs to more than one fraternal groups,r belongs to more than one school fraternities,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.914,0.7865,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8057,alias_of,merge,symmetric,0.95,Both measure belonging to multiple fraternal groups; near identical meaning.,0.8906,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_pa__attr_life_context_and_constraints_sp__a61e078076c3,attr_life_context_and_constraints__partner_ever_work_as_long_as_a_year__3e841882ea,attr_life_context_and_constraints__spouse_ever_work_as_long_as_a_year__cc02378280,partner ever work as long as a year,spouse ever work as long as a year,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8758,0.8696,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8055,alias_of,merge,symmetric,0.95,Partner and spouse used interchangeably; same construct.,0.8916,openai,gpt-4.1-mini
pair_attr_personality_traits_do_the_oppos__attr_personality_traits_do_the_oppos__cfce7ec7f002,attr_personality_traits__do_the_opposite_of_what_i_m_told_to_do__c21f809acb,attr_personality_traits__do_the_opposite_of_what_is_asked__ae9fb7143b,Do the opposite of what I'm told to do.,Do the opposite of what is asked.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.9157,0.7778,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8045,alias_of,merge,symmetric,0.95,Both measure doing opposite of what is told/asked; same construct.,0.8898,openai,gpt-4.1-mini
pair_attr_worldview_beliefs_and_attitu_at__attr_worldview_beliefs_and_attitu_la__d42914415255,attr_worldview_beliefs_and_attitu__attended_religious_services_last_sunday__7e0a23614c,attr_worldview_beliefs_and_attitu__last_week_attended_religious_services__2f2b6284ea,attended religious services last sunday,last week attended religious services?,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",religiosity and spiritual beliefs,religiosity and spiritual beliefs,0.9056,0.8,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8045,alias_of,merge,symmetric,0.95,Attended religious services last Sunday vs last week; effectively same construct.,0.8901,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_r__attr_life_context_and_constraints_r__b2ab402a9b2d,attr_life_context_and_constraints__r_sought_health_information_past_year__d57e960798,attr_life_context_and_constraints__r_sought_health_information_www__8ff658ae17,r sought health information past year,r sought health information www,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8947,0.8235,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8044,alias_of,merge,symmetric,0.95,Seeking health information past year vs on web; same construct with different context.,0.8904,openai,gpt-4.1-mini
pair_attr_worldview_beliefs_and_attitu_wo__attr_worldview_beliefs_and_attitu_wo__a8256efb5510,attr_worldview_beliefs_and_attitu__would_go_to_candidate_site_for_information_on_c__6b0822b957,attr_worldview_beliefs_and_attitu__would_go_to_portal_site_for_information_on_candidate__99bad5fc4d,would go to candidate site for information on c,would go to portal site for information on candidate,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,worldview beliefs and attitudes,0.89,0.8333,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8042,alias_of,merge,symmetric,0.9,Going to candidate site vs portal site for info; same construct with lexical variation.,0.8679,openai,gpt-4.1-mini
pair_attr_personality_traits_am_willing_t__attr_personality_traits_will_try_any__89c615b80e9d,attr_personality_traits__am_willing_to_try_anything_once__d417f11f87,attr_personality_traits__will_try_anything_once__7dfc81ac46,Am willing to try anything once.,Will try anything once.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.887,0.8364,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8034,alias_of,merge,symmetric,0.95,Both measure willingness to try anything once; same construct.,0.89,openai,gpt-4.1-mini
pair_attr_worldview_beliefs_and_attitu_at__attr_worldview_beliefs_and_attitu_la__5652f440bf40,attr_worldview_beliefs_and_attitu__attended_religious_services_last_thursday__f00b5ce0ae,attr_worldview_beliefs_and_attitu__last_week_attended_religious_services__2f2b6284ea,attended religious services last thursday,last week attended religious services?,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",religiosity and spiritual beliefs,religiosity and spiritual beliefs,0.9035,0.8,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8033,alias_of,merge,symmetric,0.95,Attended religious services last Thursday vs last week; effectively same construct.,0.8895,openai,gpt-4.1-mini
pair_attr_worldview_beliefs_and_attitu_at__attr_worldview_beliefs_and_attitu_la__dc5616c69845,attr_worldview_beliefs_and_attitu__attended_religious_services_last_friday__1f5bebe5a4,attr_worldview_beliefs_and_attitu__last_week_attended_religious_services__2f2b6284ea,attended religious services last friday,last week attended religious services?,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",religiosity and spiritual beliefs,religiosity and spiritual beliefs,0.9029,0.8,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.803,alias_of,merge,symmetric,0.95,Attended religious services last Friday vs last week; effectively same construct.,0.8893,openai,gpt-4.1-mini
pair_attr_personality_traits_like_to_thin__attr_personality_traits_love_to_thin__e7ca241d5699,attr_personality_traits__like_to_think_of_new_ways_to_do_things__1197c0432a,attr_personality_traits__love_to_think_up_new_ways_of_doing_things__5b75dea20d,Like to think of new ways to do things.,Love to think up new ways of doing things.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.8848,0.8395,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8029,alias_of,merge,symmetric,0.95,Like to think of new ways vs love to think up new ways; same construct with lexical variation.,0.8898,openai,gpt-4.1-mini
