pair_id,source_attribute_id,target_attribute_id,source_label,target_label,source_category,target_category,source_subcategory,target_subcategory,embedding_similarity,lexical_similarity,evidence_support,retrieval_relation_hint,retrieval_status,candidate_source,step4_relation_hint,step4_score,pre_llm_pair_score,relation_type,merge_decision,direction,llm_confidence,rationale,final_merge_confidence,llm_provider,llm_model
pair_attr_demographics_and_population_bir__attr_demographics_and_population_bir__1031cd0370e7,attr_demographics_and_population__birth_year_of_r_1st_sibling__b0bec1fefe,attr_demographics_and_population__birth_year_of_r_4th_sibling__1385863666,birth year of r 1st sibling,birth year of r 4th sibling,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8772,0.9259,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9259,0.8703,not_related,keep_separate,none,0.9,"Birth year of different siblings, distinct individuals.",0.878,openai,gpt-4.1-mini
pair_attr_worldview_beliefs_and_attitu_ho__attr_worldview_beliefs_and_attitu_ho__c989602e737e,attr_worldview_beliefs_and_attitu__how_many_years_r_born_a_member_of_church_group2__4b7e2b8c1c,attr_worldview_beliefs_and_attitu__how_many_years_r_born_a_member_of_church_group4__40a931bfc9,how many years r born a member of church group2,how many years r born a member of church group4,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",religiosity and spiritual beliefs,religiosity and spiritual beliefs,0.9435,0.9787,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.87,not_related,keep_separate,none,0.85,"Membership duration in different church groups, distinct constructs.",0.8833,openai,gpt-4.1-mini
pair_attr_demographics_and_population_is__attr_demographics_and_population_is__05d3f3db7192,attr_demographics_and_population__is_4th_person_staying_somewhere_else_now__6dfad1c984,attr_demographics_and_population__is_6th_person_staying_somewhere_else_now__b47ba4fbe3,is 4th person staying somewhere else now?,is 6th person staying somewhere else now?,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8539,0.9756,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9756,0.87,not_related,keep_separate,none,0.9,"Staying somewhere else status for different persons, distinct individuals.",0.8785,openai,gpt-4.1-mini
pair_attr_demographics_and_population_is__attr_demographics_and_population_is__dbd4cde4d384,attr_demographics_and_population__is_10th_person_staying_somewhere_else_now__7faa07687e,attr_demographics_and_population__is_8th_person_staying_somewhere_else_now__2bed7ab549,is 10th person staying somewhere else now?,is 8th person staying somewhere else now?,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8587,0.9639,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9639,0.8697,not_related,keep_separate,none,0.9,"Staying somewhere else status for different persons, distinct individuals.",0.8781,openai,gpt-4.1-mini
pair_attr_demographics_and_population_age__attr_demographics_and_population_age__7067b5d990e5,attr_demographics_and_population__age_of_eighth_person_in_household_screening_if_applica__6b8880e8c9,attr_demographics_and_population__age_of_third_person_in_household_screening_if_applicab__7943f2120e,age of eighth person in household screening (if applicable),age of third person in household screening (if applicable),Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8694,0.9402,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9402,0.8696,not_related,keep_separate,none,0.9,"Age of different household members, distinct individuals.",0.8778,openai,gpt-4.1-mini
pair_attr_demographics_and_population_rel__attr_demographics_and_population_rel__292bbd9c5eb9,attr_demographics_and_population__relationship_of_person_11_to_spouse_of_househo__0279732011,attr_demographics_and_population__relationship_of_person_14_to_spouse_of_househo__5fce040bc8,relationship of person 11 to spouse of househo,relationship of person 14 to spouse of househo,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8517,0.9783,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9783,0.8694,not_related,keep_separate,none,0.9,"Relationship of different persons to spouse of household, distinct individuals.",0.8782,openai,gpt-4.1-mini
pair_attr_demographics_and_population_sex__attr_demographics_and_population_sex__dbe032944c47,attr_demographics_and_population__sex_of_r_4th_child__927bd5886e,attr_demographics_and_population__sex_of_r_8th_child__0051b51381,sex of r 4th child,sex of r 8th child,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8668,0.9444,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9444,0.8693,not_related,keep_separate,none,0.9,"Sex of different children, distinct individuals.",0.8776,openai,gpt-4.1-mini
pair_attr_demographics_and_population_rel__attr_demographics_and_population_rel__8d0d4d9981dd,attr_demographics_and_population__relationship_of_person_11_to_head_of_household__4d205bbff9,attr_demographics_and_population__relationship_of_person_14_to_head_of_household__6d5b9f891b,relationship of person 11 to head of household,relationship of person 14 to head of household,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8513,0.9783,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9783,0.8692,not_related,keep_separate,none,0.9,"Relationship of different persons to head of household, distinct individuals.",0.8781,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_pr__attr_life_context_and_constraints_pr__cd6e40d69fce,attr_life_context_and_constraints__professional_society3_meets_in_this_area__fbcc4b91ae,attr_life_context_and_constraints__professional_society5_meets_in_this_area__8d87a5ca32,professional society3 meets in this area,professional society5 meets in this area,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8526,0.975,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.975,0.8691,not_related,keep_separate,none,0.85,"Professional societies numbered differently, distinct entities.",0.8555,openai,gpt-4.1-mini
pair_attr_demographics_and_population_sex__attr_demographics_and_population_sex__355e4728333d,attr_demographics_and_population__sex_of_r_4th_child__927bd5886e,attr_demographics_and_population__sex_of_r_7th_child__3108ade003,sex of r 4th child,sex of r 7th child,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8663,0.9444,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9444,0.869,not_related,keep_separate,none,0.9,"Sex of different children, distinct individuals.",0.8775,openai,gpt-4.1-mini
pair_attr_demographics_and_population_r_6__attr_demographics_and_population_r_8__1a699930e48d,attr_demographics_and_population__r_6th_sibling_alive__21b50aab3d,attr_demographics_and_population__r_8th_sibling_alive__f2534478f7,r 6th sibling alive?,r 8th sibling alive?,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8637,0.95,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.95,0.8689,not_related,keep_separate,none,0.9,"Alive status of different siblings, distinct individuals.",0.8775,openai,gpt-4.1-mini
pair_attr_demographics_and_population_rel__attr_demographics_and_population_rel__5fb645352203,attr_demographics_and_population__relationship_of_person_10_to_head_of_household__c61bc79ea9,attr_demographics_and_population__relationship_of_person_14_to_head_of_household__6d5b9f891b,relationship of person 10 to head of household,relationship of person 14 to head of household,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8506,0.9783,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9783,0.8688,not_related,keep_separate,none,0.9,"Relationship of different persons to head of household, distinct individuals.",0.8779,openai,gpt-4.1-mini
pair_attr_demographics_and_population_rel__attr_demographics_and_population_rel__4761783741c0,attr_demographics_and_population__relationship_of_3rd_person_to_household_head__494f1074b2,attr_demographics_and_population__relationship_of_7th_person_to_household_head__7878d4611c,relationship of 3rd person to household head,relationship of 7th person to household head,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8716,0.9318,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9318,0.8687,not_related,keep_separate,none,0.9,"Relationship of different persons to household head, distinct individuals.",0.8772,openai,gpt-4.1-mini
pair_attr_demographics_and_population_is__attr_demographics_and_population_is__53341fd714d0,attr_demographics_and_population__is_6th_person_staying_somewhere_else_now__b47ba4fbe3,attr_demographics_and_population__is_9th_person_staying_somewhere_else_now__e875b46bf0,is 6th person staying somewhere else now?,is 9th person staying somewhere else now?,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8516,0.9756,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9756,0.8687,not_related,keep_separate,none,0.9,"Staying somewhere else status for different persons, distinct individuals.",0.8778,openai,gpt-4.1-mini
pair_attr_demographics_and_population_r_r__attr_demographics_and_population_r_r__f5a44910a570,attr_demographics_and_population__r_relation_to_r_1st_sibling__cf4f53cad2,attr_demographics_and_population__r_relation_to_r_8th_sibling__d446b6aae6,r relation to r 1st sibling,r relation to r 8th sibling,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8739,0.9259,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9259,0.8685,not_related,keep_separate,none,0.9,"Relation to different siblings, distinct individuals.",0.877,openai,gpt-4.1-mini
pair_attr_demographics_and_population_is__attr_demographics_and_population_is__10b7f6b3739d,attr_demographics_and_population__is_3rd_person_staying_somewhere_else_now__cfc75052e5,attr_demographics_and_population__is_4th_person_staying_somewhere_else_now__6dfad1c984,is 3rd person staying somewhere else now?,is 4th person staying somewhere else now?,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8734,0.9268,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9268,0.8685,not_related,keep_separate,none,0.9,"Staying somewhere else status for different persons, distinct individuals.",0.877,openai,gpt-4.1-mini
pair_attr_demographics_and_population_rel__attr_demographics_and_population_rel__fb9f0d06e6a5,attr_demographics_and_population__relationship_of_10th_person_to_household_head__1324552a17,attr_demographics_and_population__relationship_of_1st_person_to_household_head__6827eeb6f6,relationship of 10th person to household head,relationship of 1st person to household head,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8549,0.9663,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9663,0.8682,not_related,keep_separate,none,0.9,"Relationship of different persons to household head, distinct individuals.",0.8774,openai,gpt-4.1-mini
pair_attr_demographics_and_population_age__attr_demographics_and_population_age__04c11f80e560,attr_demographics_and_population__age_of_fourth_person_in_household_screening_if_applica__e4b4a136f2,attr_demographics_and_population__age_of_seventh_person_in_household_screening_if_applic__30e4934b3a,age of fourth person in household screening (if applicable),age of seventh person in household screening (if applicable),Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8736,0.9244,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9244,0.868,not_related,keep_separate,none,0.9,"Age of different household members, distinct individuals.",0.8767,openai,gpt-4.1-mini
pair_attr_demographics_and_population_gen__attr_demographics_and_population_gen__e3577047bf40,attr_demographics_and_population__gender_of_10th_person__f4bd020e39,attr_demographics_and_population__gender_of_9th_person__dc4480ae84,gender of 10th person,gender of 9th person,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8726,0.9268,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9268,0.868,not_related,keep_separate,none,0.9,"Gender of different persons, distinct individuals.",0.8767,openai,gpt-4.1-mini
pair_attr_demographics_and_population_sex__attr_demographics_and_population_sex__6fbe414b5c17,attr_demographics_and_population__sex_of_r_5th_sibling__6d9909026b,attr_demographics_and_population__sex_of_r_9th_sibling__0382ac46cc,sex of r 5th sibling,sex of r 9th sibling,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.862,0.95,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.95,0.868,not_related,keep_separate,none,0.9,"Sex of different siblings, distinct individuals.",0.877,openai,gpt-4.1-mini
pair_attr_demographics_and_population_sex__attr_demographics_and_population_sex__0473a46bdce7,attr_demographics_and_population__sex_of_r_4th_sibling__739e008cac,attr_demographics_and_population__sex_of_r_7th_sibling__30f3ed19bc,sex of r 4th sibling,sex of r 7th sibling,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8618,0.95,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.95,0.8679,not_related,keep_separate,none,0.9,"Sex of different siblings, distinct individuals.",0.877,openai,gpt-4.1-mini
pair_attr_demographics_and_population_rel__attr_demographics_and_population_rel__d31e326d4953,attr_demographics_and_population__relationship_of_10th_person_to_household_head__1324552a17,attr_demographics_and_population__relationship_of_4th_person_to_household_head__7a2a3a66b3,relationship of 10th person to household head,relationship of 4th person to household head,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8541,0.9663,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9663,0.8677,not_related,keep_separate,none,0.9,"Relationship of different persons to household head, distinct individuals.",0.8771,openai,gpt-4.1-mini
pair_attr_worldview_beliefs_and_attitu_ho__attr_worldview_beliefs_and_attitu_ho__3eec194e065b,attr_worldview_beliefs_and_attitu__how_many_years_r_born_a_member_of_church_group5__e114a92871,attr_worldview_beliefs_and_attitu__how_many_years_r_born_a_member_of_church_group6__8e0465f85c,how many years r born a member of church group5,how many years r born a member of church group6,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",religiosity and spiritual beliefs,religiosity and spiritual beliefs,0.9391,0.9787,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8676,not_related,keep_separate,none,0.85,"Membership duration in different church groups, distinct constructs.",0.882,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_fi__attr_life_context_and_constraints_fo__592855f2356a,attr_life_context_and_constraints__first_type_of_insurance_mentioned__6ad221c87c,attr_life_context_and_constraints__fourth_type_of_insurance_mentioned__e263426d65,first type of insurance mentioned,fourth type of insurance mentioned,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8718,0.9254,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9254,0.8673,not_related,keep_separate,none,0.85,"First vs fourth type of insurance mentioned, distinct entities.",0.8538,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_pr__attr_life_context_and_constraints_pr__437b5a300778,attr_life_context_and_constraints__professional_society2_meets_in_this_area__9184fbd255,attr_life_context_and_constraints__professional_society6_meets_in_this_area__7aae88bb04,professional society2 meets in this area,professional society6 meets in this area,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8487,0.975,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.975,0.8669,not_related,keep_separate,none,0.85,"Professional societies numbered differently, distinct entities.",0.8543,openai,gpt-4.1-mini
pair_attr_demographics_and_population_age__attr_demographics_and_population_age__47f597e5fe24,attr_demographics_and_population__age_of_sixth_person_in_household_screening_if_applicab__c754359754,attr_demographics_and_population__age_of_tenth_person_in_household_screening_if_applicab__d48192bbfd,age of sixth person in household screening (if applicable),age of tenth person in household screening (if applicable),Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8605,0.9483,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9483,0.8668,not_related,keep_separate,none,0.9,"Age of different household members, distinct individuals.",0.8763,openai,gpt-4.1-mini
pair_attr_worldview_beliefs_and_attitu_ho__attr_worldview_beliefs_and_attitu_ho__9cb704abdcd4,attr_worldview_beliefs_and_attitu__how_many_years_r_born_a_member_of_church_group1__30a665e044,attr_worldview_beliefs_and_attitu__how_many_years_r_born_a_member_of_church_group4__40a931bfc9,how many years r born a member of church group1,how many years r born a member of church group4,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",religiosity and spiritual beliefs,religiosity and spiritual beliefs,0.9373,0.9787,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8666,not_related,keep_separate,none,0.85,"Membership duration in different church groups, distinct constructs.",0.8814,openai,gpt-4.1-mini
pair_attr_demographics_and_population_r_4__attr_demographics_and_population_r_6__0dffc68c168e,attr_demographics_and_population__r_4th_sibling_alive__692181c7e3,attr_demographics_and_population__r_6th_sibling_alive__21b50aab3d,r 4th sibling alive?,r 6th sibling alive?,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8594,0.95,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.95,0.8666,not_related,keep_separate,none,0.9,"Alive status of different siblings, distinct individuals.",0.8763,openai,gpt-4.1-mini
pair_attr_demographics_and_population_is__attr_demographics_and_population_is__f8b60a0492c7,attr_demographics_and_population__is_4th_person_staying_somewhere_else_now__6dfad1c984,attr_demographics_and_population__is_8th_person_staying_somewhere_else_now__2bed7ab549,is 4th person staying somewhere else now?,is 8th person staying somewhere else now?,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8478,0.9756,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9756,0.8666,not_related,keep_separate,none,0.9,"Staying somewhere else status for different persons, distinct individuals.",0.8766,openai,gpt-4.1-mini
pair_attr_worldview_beliefs_and_attitu_ho__attr_worldview_beliefs_and_attitu_ho__e28144580ffc,attr_worldview_beliefs_and_attitu__how_many_years_r_born_a_member_of_church_group1__30a665e044,attr_worldview_beliefs_and_attitu__how_many_years_r_born_a_member_of_church_group6__8e0465f85c,how many years r born a member of church group1,how many years r born a member of church group6,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",religiosity and spiritual beliefs,religiosity and spiritual beliefs,0.937,0.9787,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8664,not_related,keep_separate,none,0.85,"Membership duration in different church groups, distinct constructs.",0.8813,openai,gpt-4.1-mini
pair_attr_worldview_beliefs_and_attitu_ho__attr_worldview_beliefs_and_attitu_ho__6d204d936459,attr_worldview_beliefs_and_attitu__how_many_years_r_born_a_member_of_church_group2__4b7e2b8c1c,attr_worldview_beliefs_and_attitu__how_many_years_r_born_a_member_of_church_group6__8e0465f85c,how many years r born a member of church group2,how many years r born a member of church group6,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",religiosity and spiritual beliefs,religiosity and spiritual beliefs,0.937,0.9787,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8664,not_related,keep_separate,none,0.85,"Membership duration in different church groups, distinct constructs.",0.8813,openai,gpt-4.1-mini
pair_attr_demographics_and_population_rac__attr_demographics_and_population_reg__e8220a796e41,attr_demographics_and_population__race_of_aids_victim_2nd_closest_to_r__396fd7c769,attr_demographics_and_population__region_of_aids_victim_2nd_closest_to_r__9120221b37,race of aids victim 2nd closest to r,region of aids victim 2nd closest to r,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8631,0.9189,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.6667,0.8608,not_related,keep_separate,none,0.95,"Race and region are different demographic variables, not measuring the same construct.",0.8952,openai,gpt-4.1-mini
pair_attr_demographics_and_population_age__attr_demographics_and_population_sex__89e6847d5eb7,attr_demographics_and_population__age_of_murder_victim_closest_to_r__87365589fe,attr_demographics_and_population__sex_of_murder_victim_closest_to_r__ad31527af7,age of murder victim closest to r,sex of murder victim closest to r,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8528,0.9394,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9394,0.8603,not_related,keep_separate,none,0.95,"Age and sex are different demographic variables, not measuring the same construct.",0.8952,openai,gpt-4.1-mini
pair_attr_demographics_and_population_reg__attr_demographics_and_population_sex__d913fad80815,attr_demographics_and_population__region_of_aids_victim_3rd_closest_to_r__0e50788812,attr_demographics_and_population__sex_of_aids_victim_3rd_closest_to_r__0e2993c55a,region of aids victim 3rd closest to r,sex of aids victim 3rd closest to r,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8656,0.9041,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.6667,0.8585,not_related,keep_separate,none,0.95,"Region and sex are different demographic variables, not measuring the same construct.",0.8937,openai,gpt-4.1-mini
pair_attr_demographics_and_population_age__attr_demographics_and_population_reg__05ecf24483d9,attr_demographics_and_population__age_of_aids_victim_2nd_closest_to_r__fe0477e5ca,attr_demographics_and_population__region_of_aids_victim_2nd_closest_to_r__9120221b37,age of aids victim 2nd closest to r,region of aids victim 2nd closest to r,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8642,0.9041,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.6667,0.8577,not_related,keep_separate,none,0.9,"Age and region are different demographic variables, no hierarchical or equivalence relation.",0.8708,openai,gpt-4.1-mini
pair_attr_demographics_and_population_gen__attr_demographics_and_population_gen__bd490be3bf34,attr_demographics_and_population__gender_of_5th_person__c878cff227,attr_demographics_and_population__gender_of_7th_person__aeed385252,gender of 5th person,gender of 7th person,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8428,0.95,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.95,0.8575,not_related,keep_separate,none,0.9,Gender of different persons; distinct attributes with no equivalence or hierarchy.,0.8713,openai,gpt-4.1-mini
pair_attr_demographics_and_population_is__attr_demographics_and_population_is__2b13cf04c5e4,attr_demographics_and_population__is_10th_person_staying_somewhere_else_now__7faa07687e,attr_demographics_and_population__is_7th_person_staying_somewhere_else_now__cdfc3783a5,is 10th person staying somewhere else now?,is 7th person staying somewhere else now?,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8364,0.9639,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9639,0.8574,not_related,keep_separate,none,0.9,Whether different persons are staying somewhere else; distinct attributes.,0.8714,openai,gpt-4.1-mini
pair_attr_demographics_and_population_age__attr_demographics_and_population_age__d68923aaeee0,attr_demographics_and_population__age_of_eleventh_person_in_household_screening_if_appli__508b65918d,attr_demographics_and_population__age_of_fourth_person_in_household_screening_if_applica__e4b4a136f2,age of eleventh person in household screening (if applicable),age of fourth person in household screening (if applicable),Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8573,0.9167,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.7143,0.8571,not_related,keep_separate,none,0.9,Age of different persons; distinct attributes.,0.8706,openai,gpt-4.1-mini
pair_attr_demographics_and_population_bir__attr_demographics_and_population_bir__5838269c1703,attr_demographics_and_population__birth_year_of_r_5th_sibling__dce2b9cdd7,attr_demographics_and_population__birth_year_of_r_8th_sibling__61cc7c6ecd,birth year of r 5th sibling,birth year of r 8th sibling,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8362,0.963,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.963,0.8571,not_related,keep_separate,none,0.9,Birth year of different siblings; distinct attributes.,0.8713,openai,gpt-4.1-mini
pair_attr_demographics_and_population_is__attr_demographics_and_population_is__074b205c92d9,attr_demographics_and_population__is_2nd_person_staying_somewhere_else_now__39fe02c204,attr_demographics_and_population__is_4th_person_staying_somewhere_else_now__6dfad1c984,is 2nd person staying somewhere else now?,is 4th person staying somewhere else now?,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8524,0.9268,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9268,0.8569,not_related,keep_separate,none,0.9,Whether different persons are staying somewhere else; distinct attributes.,0.8707,openai,gpt-4.1-mini
pair_attr_demographics_and_population_is__attr_demographics_and_population_is__0c0bc2367e50,attr_demographics_and_population__is_5th_person_staying_somewhere_else_now__75ebe92a3e,attr_demographics_and_population__is_9th_person_staying_somewhere_else_now__e875b46bf0,is 5th person staying somewhere else now?,is 9th person staying somewhere else now?,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8299,0.9756,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9756,0.8568,not_related,keep_separate,none,0.9,Whether different persons are staying somewhere else; distinct attributes.,0.8712,openai,gpt-4.1-mini
pair_attr_demographics_and_population_is__attr_demographics_and_population_is__a1024d50afc0,attr_demographics_and_population__is_10th_person_staying_somewhere_else_now__7faa07687e,attr_demographics_and_population__is_6th_person_staying_somewhere_else_now__b47ba4fbe3,is 10th person staying somewhere else now?,is 6th person staying somewhere else now?,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8338,0.9639,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9639,0.856,not_related,keep_separate,none,0.9,Whether different persons are staying somewhere else; distinct attributes.,0.8707,openai,gpt-4.1-mini
pair_attr_demographics_and_population_r_4__attr_demographics_and_population_r_7__3151c8ab9656,attr_demographics_and_population__r_4th_sibling_alive__692181c7e3,attr_demographics_and_population__r_7th_sibling_alive__658ac6d455,r 4th sibling alive?,r 7th sibling alive?,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8399,0.95,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.95,0.8559,not_related,keep_separate,none,0.9,Sibling alive status for different siblings; distinct attributes.,0.8704,openai,gpt-4.1-mini
pair_attr_social_identity_relationship_r__attr_social_identity_relationship_r__2302351fce58,attr_social_identity_relationship__r_relation_to_r_7th_child__cb5ea46a4a,attr_social_identity_relationship__r_relation_to_r_9th_child__fd42e7552b,r relation to r 7th child,r relation to r 9th child,"Social Identity, Relationships & Community","Social Identity, Relationships & Community",social identity relationships and community,social identity relationships and community,0.9261,0.96,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8558,not_related,keep_separate,none,0.9,Relation to different children; distinct attributes.,0.8978,openai,gpt-4.1-mini
pair_attr_demographics_and_population_rel__attr_demographics_and_population_rel__f16e8936e5a9,attr_demographics_and_population__relationship_of_10th_person_to_household_head__1324552a17,attr_demographics_and_population__relationship_of_3rd_person_to_household_head__494f1074b2,relationship of 10th person to household head,relationship of 3rd person to household head,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8526,0.9213,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9213,0.8557,not_related,keep_separate,none,0.9,Relationship of different persons to household head; distinct attributes.,0.8699,openai,gpt-4.1-mini
