final_attribute_id,member_attribute_id,member_label,is_representative,member_rank,member_source_count,member_quality_score
attr_life_context_and_constraints__treatment_for_downheartedness_improve_family__ac3c8c7629,attr_life_context_and_constraints__treatment_for_downheartedness_improve_family__ac3c8c7629,treatment for downheartedness improve family,true,0,1,96
attr_life_context_and_constraints__treatment_for_downheartedness_improve_feelings__45dd3b6e51,attr_life_context_and_constraints__treatment_for_downheartedness_improve_feelings__45dd3b6e51,treatment for downheartedness improve feelings,true,0,1,90
attr_life_context_and_constraints__treatment_for_downheartedness_improve_quality_of_life__a012d3e1f0,attr_life_context_and_constraints__treatment_for_downheartedness_improve_quality_of_life__a012d3e1f0,treatment for downheartedness improve quality of life,true,0,1,90
attr_life_context_and_constraints__treatment_for_emotion_cure_condition__0636a5cee0,attr_life_context_and_constraints__treatment_for_emotion_cure_condition__0636a5cee0,treatment for emotion cure condition,true,0,1,90
attr_life_context_and_constraints__treatment_for_emotion_improve_family_relations__49c2d43ef6,attr_life_context_and_constraints__treatment_for_emotion_improve_family_relations__49c2d43ef6,treatment for emotion improve family relations,true,0,1,96
attr_life_context_and_constraints__treatment_for_emotion_improve_feeling_about__1d9ee12895,attr_life_context_and_constraints__treatment_for_emotion_improve_feeling_about__1d9ee12895,treatment for emotion improve feeling about,true,0,1,90
attr_life_context_and_constraints__treatment_for_emotion_improve_quality_of_li__4735c5605c,attr_life_context_and_constraints__treatment_for_emotion_improve_quality_of_li__4735c5605c,treatment for emotion improve quality of li,true,0,1,90
attr_life_context_and_constraints__treatment_for_emotion_rely_less_on_others__c7144846f0,attr_life_context_and_constraints__treatment_for_emotion_rely_less_on_others__c7144846f0,treatment for emotion rely less on others,true,0,1,90
attr_life_context_and_constraints__treatment_for_pain_cure_condition__031b9f43a1,attr_life_context_and_constraints__treatment_for_pain_cure_condition__031b9f43a1,treatment for pain cure condition,true,0,1,90
attr_life_context_and_constraints__treatment_for_pain_improve_family_relations__90be508960,attr_life_context_and_constraints__treatment_for_pain_improve_family_relations__90be508960,treatment for pain improve family relations,true,0,1,96
attr_life_context_and_constraints__treatment_for_pain_improve_feeling_about_se__648f3859ac,attr_life_context_and_constraints__treatment_for_pain_improve_feeling_about_se__648f3859ac,treatment for pain improve feeling about se,true,0,1,90
attr_life_context_and_constraints__treatment_for_pain_improve_quality_of_life__e67241db47,attr_life_context_and_constraints__treatment_for_pain_improve_quality_of_life__e67241db47,treatment for pain improve quality of life,true,0,1,90
attr_life_context_and_constraints__treatment_for_pain_rely_less_on_others__24b3b17944,attr_life_context_and_constraints__treatment_for_pain_rely_less_on_others__24b3b17944,treatment for pain rely less on others,true,0,1,90
attr_life_context_and_constraints__tricare_or_other_military_health_care__de47b3688a,attr_life_context_and_constraints__tricare_or_other_military_health_care__de47b3688a,TRICARE or other military health care,true,0,1,96
attr_life_context_and_constraints__trouble_sleeping_last_12_months__3b09a4c5e2,attr_life_context_and_constraints__trouble_sleeping_last_12_months__3b09a4c5e2,trouble sleeping last 12 months,true,0,1,90
attr_life_context_and_constraints__turn_down_another_job_for_pay_to_stay_this_org__7d3dbbc221,attr_life_context_and_constraints__turn_down_another_job_for_pay_to_stay_this_org__7d3dbbc221,turn down another job for pay to stay this org.,true,0,1,90
attr_life_context_and_constraints__type_of_current_job_held_by_r__a7963550aa,attr_life_context_and_constraints__type_of_current_job_held_by_r__a7963550aa,type of current job held by r,true,0,1,90
attr_life_context_and_constraints__type_of_first_job_held_by_r__35479eb619,attr_life_context_and_constraints__type_of_first_job_held_by_r__35479eb619,type of first job held by r,true,0,1,90
attr_life_context_and_constraints__type_of_job_held_by_father_when_r_16__6d132e6d5b,attr_life_context_and_constraints__type_of_job_held_by_father_when_r_16__6d132e6d5b,type of job held by father when r 16,true,0,1,90
attr_life_context_and_constraints__unemployed_and_looking_for_work_a_month__1e4b38db91,attr_life_context_and_constraints__unemployed_and_looking_for_work_a_month__1e4b38db91,unemployed and looking for work a month +,true,0,1,90
attr_life_context_and_constraints__unions_are_very_important_for_job_security__ca666177b6,attr_life_context_and_constraints__unions_are_very_important_for_job_security__ca666177b6,unions are very important for job security,true,0,1,90
attr_life_context_and_constraints__unions_just_block_economic_progress__bc5e055098,attr_life_context_and_constraints__unions_just_block_economic_progress__bc5e055098,unions just block economic progress,true,0,1,90
attr_life_context_and_constraints__units_in_structure__630e4a9c31,attr_life_context_and_constraints__units_in_structure__630e4a9c31,Units in structure,true,0,1,96
attr_life_context_and_constraints__us_govt_success_in_reducing_inc_differences__5c2779b9f5,attr_life_context_and_constraints__us_govt_success_in_reducing_inc_differences__5c2779b9f5,us govt success in reducing inc differences,true,0,1,92
attr_life_context_and_constraints__use_a_directory_list_for_health_care_plan__51fd0475bd,attr_life_context_and_constraints__use_a_directory_list_for_health_care_plan__51fd0475bd,use a directory list for health care plan,true,0,1,90
attr_life_context_and_constraints__use_web_to_look_at_art_works__0326ba86cc,attr_life_context_and_constraints__use_web_to_look_at_art_works__0326ba86cc,use web to look at art works,true,0,1,96
attr_life_context_and_constraints__useful_to_society__b23bfa7b9a,attr_life_context_and_constraints__useful_to_society__b23bfa7b9a,useful to society,true,0,1,90
attr_life_context_and_constraints__usual_hours_worked_per_week_past_12_months__512493aec2,attr_life_context_and_constraints__usual_hours_worked_per_week_past_12_months__512493aec2,Usual hours worked per week past 12 months,true,0,1,96
attr_life_context_and_constraints__usual_reason_r_work_at_home__bd97c8ccaf,attr_life_context_and_constraints__usual_reason_r_work_at_home__bd97c8ccaf,usual reason r work at home,true,0,1,90
merged_attr_8ebb3bf08348,attr_life_context_and_constraints__usual_work_schedule__9c52df52cb,usual work schedule,true,0,1,90
merged_attr_8ebb3bf08348,attr_life_context_and_constraints__work_schedule__6d3ca94982,Work schedule,false,1,1,72
attr_life_context_and_constraints__va_enrolled_for_va_health_care__51580efe2c,attr_life_context_and_constraints__va_enrolled_for_va_health_care__51580efe2c,VA (enrolled for VA health care),true,0,1,96
attr_life_context_and_constraints__vaccines_do_more_harm_than_good__ad84fdd274,attr_life_context_and_constraints__vaccines_do_more_harm_than_good__ad84fdd274,vaccines do more harm than good,true,0,1,90
attr_life_context_and_constraints__value_health__026529a7f5,attr_life_context_and_constraints__value_health__026529a7f5,Value: Health,true,0,1,72
attr_life_context_and_constraints__vehicles_available_capacity_of_1_ton_or_less__e3328370c4,attr_life_context_and_constraints__vehicles_available_capacity_of_1_ton_or_less__e3328370c4,Vehicles available (capacity of 1 ton or less),true,0,1,96
attr_life_context_and_constraints__veteran_group1_meets_in_this_area__10549286b0,attr_life_context_and_constraints__veteran_group1_meets_in_this_area__10549286b0,veteran group1 meets in this area,true,0,1,94
attr_life_context_and_constraints__veteran_group2_meets_in_this_area__33197e1909,attr_life_context_and_constraints__veteran_group2_meets_in_this_area__33197e1909,veteran group2 meets in this area,true,0,1,94
attr_life_context_and_constraints__veteran_group3_meets_in_this_area__dd9cfeef7d,attr_life_context_and_constraints__veteran_group3_meets_in_this_area__dd9cfeef7d,veteran group3 meets in this area,true,0,1,94
attr_life_context_and_constraints__veteran_group4_meets_in_this_area__919d7c3336,attr_life_context_and_constraints__veteran_group4_meets_in_this_area__919d7c3336,veteran group4 meets in this area,true,0,1,94
attr_life_context_and_constraints__veteran_group5_meets_in_this_area__d50bc9bd89,attr_life_context_and_constraints__veteran_group5_meets_in_this_area__d50bc9bd89,veteran group5 meets in this area,true,0,1,94
attr_life_context_and_constraints__veteran_service_connected_disability_rating_percentage__a23651c89e,attr_life_context_and_constraints__veteran_service_connected_disability_rating_percentage__a23651c89e,Veteran service-connected disability rating (percentage),true,0,1,96
attr_life_context_and_constraints__vision__83be9f12c2,attr_life_context_and_constraints__vision__83be9f12c2,Vision,true,0,1,72
attr_life_context_and_constraints__vision_difficulty__f5445ba56f,attr_life_context_and_constraints__vision_difficulty__f5445ba56f,Vision difficulty,true,0,1,96
attr_life_context_and_constraints__vote_on_open_housing_law_no_volunteered_response_on_we__fcdc7cf4f4,attr_life_context_and_constraints__vote_on_open_housing_law_no_volunteered_response_on_we__fcdc7cf4f4,vote on open housing law (no volunteered response on web),true,0,1,90
attr_life_context_and_constraints__vote_on_open_housing_law_with_volunteered_response_on__34023b287e,attr_life_context_and_constraints__vote_on_open_housing_law_with_volunteered_response_on__34023b287e,vote on open housing law (with volunteered response on web),true,0,1,90
attr_life_context_and_constraints__wages_or_salary_income_past_12_months_use_adjinc_to_ad__cc3b0dfb91,attr_life_context_and_constraints__wages_or_salary_income_past_12_months_use_adjinc_to_ad__cc3b0dfb91,Wages or salary income past 12 months (use ADJINC to adjust WAGP to constant dollars),true,0,1,96
attr_life_context_and_constraints__was_father_self_employed__e531b6f291,attr_life_context_and_constraints__was_father_self_employed__e531b6f291,was father self-employed?,true,0,1,90
attr_life_context_and_constraints__was_r_s_work_part_time_or_full_time__948d942b99,attr_life_context_and_constraints__was_r_s_work_part_time_or_full_time__948d942b99,was r's work part-time or full-time?,true,0,1,100
attr_life_context_and_constraints__water_heater_puerto_rico_only__95c280907b,attr_life_context_and_constraints__water_heater_puerto_rico_only__95c280907b,Water heater (Puerto Rico only),true,0,1,96
attr_life_context_and_constraints__weeks_r_worked_last_year__99b8bf0323,attr_life_context_and_constraints__weeks_r_worked_last_year__99b8bf0323,weeks r worked last year,true,0,1,100
attr_life_context_and_constraints__weeks_worked_during_past_12_months__761996bed3,attr_life_context_and_constraints__weeks_worked_during_past_12_months__761996bed3,Weeks worked during past 12 months,true,0,1,96
attr_life_context_and_constraints__welfare_makes_people_work_less__a49aad9207,attr_life_context_and_constraints__welfare_makes_people_work_less__a49aad9207,welfare makes people work less,true,0,1,90
attr_life_context_and_constraints__were_able_to_get_mental_health_care__e45d567657,attr_life_context_and_constraints__were_able_to_get_mental_health_care__e45d567657,were able to get mental health care,true,0,1,90
attr_life_context_and_constraints__what_are_the_groups_you_both_belong_to__d3ccf19c83,attr_life_context_and_constraints__what_are_the_groups_you_both_belong_to__d3ccf19c83,what are the groups you both belong to?,true,0,1,94
attr_life_context_and_constraints__what_can_you_tell_me_about_prozac_is_used_for__5af25fbc11,attr_life_context_and_constraints__what_can_you_tell_me_about_prozac_is_used_for__5af25fbc11,what can you tell me about prozac is used for,true,0,1,90
attr_life_context_and_constraints__what_caused_x_s_situation__6459a4ce98,attr_life_context_and_constraints__what_caused_x_s_situation__6459a4ce98,what caused x s situation,true,0,1,90
attr_life_context_and_constraints__what_is_ideal_number_of_kids_for_family__45cf78d8c4,attr_life_context_and_constraints__what_is_ideal_number_of_kids_for_family__45cf78d8c4,what is ideal number of kids for family,true,0,1,94
attr_life_context_and_constraints__what_is_your_working_schedule__e62e42c3d4,attr_life_context_and_constraints__what_is_your_working_schedule__e62e42c3d4,what is your working schedule,true,0,1,90
attr_life_context_and_constraints__what_mental_illness_is_other_codes__4dace96c4b,attr_life_context_and_constraints__what_mental_illness_is_other_codes__4dace96c4b,"what mental illness is, other codes",true,0,1,90
attr_life_context_and_constraints__what_month_were_you_last_working__562200d798,attr_life_context_and_constraints__what_month_were_you_last_working__562200d798,what month were you last working,true,0,1,90
attr_life_context_and_constraints__what_nervous_breakdown_is_other_codes__180ec56f7f,attr_life_context_and_constraints__what_nervous_breakdown_is_other_codes__180ec56f7f,"what nervous breakdown is, other codes",true,0,1,90
attr_life_context_and_constraints__what_type_of_society_does_r_prefer__780185a9e7,attr_life_context_and_constraints__what_type_of_society_does_r_prefer__780185a9e7,what type of society does r prefer,true,0,1,94
attr_life_context_and_constraints__what_type_of_society_is_america__8d4f3d1ca7,attr_life_context_and_constraints__what_type_of_society_is_america__8d4f3d1ca7,what type of society is america,true,0,1,94
attr_life_context_and_constraints__what_x_should_do_change_lifestyle__34b627b861,attr_life_context_and_constraints__what_x_should_do_change_lifestyle__34b627b861,what x should do: change lifestyle,true,0,1,90
merged_attr_080e718944cb,attr_life_context_and_constraints__what_x_should_do_check_into_a_hospital__e2336ea49f,what x should do: check into a hospital,false,0,1,90
merged_attr_080e718944cb,attr_life_context_and_constraints__x_should_check_into_a_mental_hospital__b178e586f7,x should check into a mental hospital,true,1,1,90
attr_life_context_and_constraints__what_x_should_do_eat_better__5e12562984,attr_life_context_and_constraints__what_x_should_do_eat_better__5e12562984,what x should do: eat better,true,0,1,90
attr_life_context_and_constraints__what_x_should_do_get_involved_in_a_group__570c1fb2aa,attr_life_context_and_constraints__what_x_should_do_get_involved_in_a_group__570c1fb2aa,what x should do: get involved in a group,true,0,1,90
attr_life_context_and_constraints__what_x_should_do_get_involved_in_other_activities__c4d984a239,attr_life_context_and_constraints__what_x_should_do_get_involved_in_other_activities__c4d984a239,what x should do: get involved in other activities,true,0,1,90
attr_life_context_and_constraints__what_x_should_do_go_to_counselor__37fd85e2da,attr_life_context_and_constraints__what_x_should_do_go_to_counselor__37fd85e2da,what x should do: go to counselor,true,0,1,90
attr_life_context_and_constraints__what_x_should_do_go_to_doctor__389f2de80f,attr_life_context_and_constraints__what_x_should_do_go_to_doctor__389f2de80f,what x should do: go to doctor,true,0,1,90
merged_attr_a699942c92a9,attr_life_context_and_constraints__what_x_should_do_go_to_psychiatrist__ea414888cb,what x should do: go to psychiatrist,true,0,1,90
merged_attr_a699942c92a9,attr_life_context_and_constraints__x_should_go_to_other_mental_health_professional_for_he__e0430ae32b,x should go to other mental health professional for help,false,1,1,90
merged_attr_a699942c92a9,attr_life_context_and_constraints__x_should_go_to_psychiatrist_for_help__96bd62c67c,x should go to psychiatrist for help,false,2,1,90
attr_life_context_and_constraints__what_x_should_do_go_to_spiritual_healer__564af100de,attr_life_context_and_constraints__what_x_should_do_go_to_spiritual_healer__564af100de,what x should do: go to spiritual healer,true,0,1,90
attr_life_context_and_constraints__what_x_should_do_move_to_another_location__ecfa1e741d,attr_life_context_and_constraints__what_x_should_do_move_to_another_location__ecfa1e741d,what x should do: move to another location,true,0,1,90
attr_life_context_and_constraints__what_x_should_do_nothing__0400440832,attr_life_context_and_constraints__what_x_should_do_nothing__0400440832,what x should do: nothing,true,0,1,90
attr_life_context_and_constraints__what_x_should_do_other_mentions__8d672dfa8b,attr_life_context_and_constraints__what_x_should_do_other_mentions__8d672dfa8b,what x should do: other mentions,true,0,1,90
attr_life_context_and_constraints__what_x_should_do_pray__bffbda5e89,attr_life_context_and_constraints__what_x_should_do_pray__bffbda5e89,what x should do: pray,true,0,1,90
attr_life_context_and_constraints__what_x_should_do_start_exercising__dda8528c54,attr_life_context_and_constraints__what_x_should_do_start_exercising__dda8528c54,what x should do: start exercising,true,0,1,90
attr_life_context_and_constraints__what_x_should_do_take_herbs__538767ea93,attr_life_context_and_constraints__what_x_should_do_take_herbs__538767ea93,what x should do: take herbs,true,0,1,90
attr_life_context_and_constraints__what_x_should_do_take_non_prescription_medication__0ca2c047ec,attr_life_context_and_constraints__what_x_should_do_take_non_prescription_medication__0ca2c047ec,what x should do: take non-prescription medication,true,0,1,90
attr_life_context_and_constraints__what_x_should_do_take_prescription_medication__80621ba929,attr_life_context_and_constraints__what_x_should_do_take_prescription_medication__80621ba929,what x should do: take prescription medication,true,0,1,90
merged_attr_8c98ce6aa9d7,attr_life_context_and_constraints__what_x_should_do_talk_to_family__a1dcdc4a26,what x should do: talk to family,true,0,1,96
merged_attr_8c98ce6aa9d7,attr_life_context_and_constraints__x_should_talk_to_family_and_friends__469ac59ed2,x should talk to family and friends,false,1,1,96
attr_life_context_and_constraints__what_x_should_do_talk_to_friends__530fb2061a,attr_life_context_and_constraints__what_x_should_do_talk_to_friends__530fb2061a,what x should do: talk to friends,true,0,1,90
attr_life_context_and_constraints__what_x_should_do_talk_to_relic_leader__fadeaa4e4e,attr_life_context_and_constraints__what_x_should_do_talk_to_relic_leader__fadeaa4e4e,what x should do: talk to relic leader,true,0,1,90
attr_life_context_and_constraints__what_x_should_do_try_to_forget__9a364ecb16,attr_life_context_and_constraints__what_x_should_do_try_to_forget__9a364ecb16,what x should do: try to forget,true,0,1,90
attr_life_context_and_constraints__what_year_were_you_last_working__7c2cd4ee4b,attr_life_context_and_constraints__what_year_were_you_last_working__7c2cd4ee4b,what year were you last working,true,0,1,90
attr_life_context_and_constraints__when_a_mother_works_for_pay_the_children_suffer__a7d0d18905,attr_life_context_and_constraints__when_a_mother_works_for_pay_the_children_suffer__a7d0d18905,"When a mother works for pay, the children suffer",true,0,1,92
attr_life_context_and_constraints__when_feelings_of_mental_illness_happened__ccc3f6e5f6,attr_life_context_and_constraints__when_feelings_of_mental_illness_happened__ccc3f6e5f6,when feelings of mental illness happened,true,0,1,90
attr_life_context_and_constraints__when_feelings_of_nervous_breakdown_happened__571facd3f0,attr_life_context_and_constraints__when_feelings_of_nervous_breakdown_happened__571facd3f0,when feelings of nervous breakdown happened,true,0,1,90
attr_life_context_and_constraints__when_jobs_are_scarce_employers_should_give_priority_to__0385a1aa51,attr_life_context_and_constraints__when_jobs_are_scarce_employers_should_give_priority_to__0385a1aa51,"When jobs are scarce, employers should give priority to",true,0,1,92
attr_life_context_and_constraints__when_jobs_are_scarce_men_should_have_more_right_to_a_j__8b50cb1bdd,attr_life_context_and_constraints__when_jobs_are_scarce_men_should_have_more_right_to_a_j__8b50cb1bdd,"When jobs are scarce, men should have more right to a job",true,0,1,92
attr_life_context_and_constraints__when_last_worked__12c42ff36a,attr_life_context_and_constraints__when_last_worked__12c42ff36a,When last worked,true,0,1,96
attr_life_context_and_constraints__where_do_you_work__0a3af372d5,attr_life_context_and_constraints__where_do_you_work__0a3af372d5,where do you work,true,0,1,96
attr_life_context_and_constraints__which_company_would_r_prefer_to_work_for__c2de8d7cd1,attr_life_context_and_constraints__which_company_would_r_prefer_to_work_for__c2de8d7cd1,which company would r prefer to work for,true,0,1,90
attr_life_context_and_constraints__which_group_meet_name1__f41cd9e81a,attr_life_context_and_constraints__which_group_meet_name1__f41cd9e81a,which group meet name1,true,0,1,94
attr_life_context_and_constraints__which_group_meet_name2__bf87911c3a,attr_life_context_and_constraints__which_group_meet_name2__bf87911c3a,which group meet name2,true,0,1,94
attr_life_context_and_constraints__which_group_meet_name3__a85101ef67,attr_life_context_and_constraints__which_group_meet_name3__a85101ef67,which group meet name3,true,0,1,94
attr_life_context_and_constraints__which_group_meet_name4__39e7d77735,attr_life_context_and_constraints__which_group_meet_name4__39e7d77735,which group meet name4,true,0,1,94
attr_life_context_and_constraints__which_group_meet_name5__470f2a4c8f,attr_life_context_and_constraints__which_group_meet_name5__470f2a4c8f,which group meet name5,true,0,1,94
attr_life_context_and_constraints__which_job_would_you_prefer__a75f940f9d,attr_life_context_and_constraints__which_job_would_you_prefer__a75f940f9d,which job would you prefer,true,0,1,90
attr_life_context_and_constraints__which_social_network_did_you_join_first__ebfb7e43b4,attr_life_context_and_constraints__which_social_network_did_you_join_first__ebfb7e43b4,which social network did you join first,true,0,1,100
attr_life_context_and_constraints__which_social_network_did_you_join_most_recently__5b50a3b36c,attr_life_context_and_constraints__which_social_network_did_you_join_most_recently__5b50a3b36c,which social network did you join most recently,true,0,1,100
attr_life_context_and_constraints__who_has_final_say_about_buying_things_for_home__f0075bb71f,attr_life_context_and_constraints__who_has_final_say_about_buying_things_for_home__f0075bb71f,who has final say about buying things for home,true,0,1,90
attr_life_context_and_constraints__who_has_final_say_about_choosing_weekend_activity__4179f03734,attr_life_context_and_constraints__who_has_final_say_about_choosing_weekend_activity__4179f03734,who has final say about choosing weekend activity,true,0,1,90
attr_life_context_and_constraints__who_has_the_greatest_right_to_keep_their_jobs__cea9f05153,attr_life_context_and_constraints__who_has_the_greatest_right_to_keep_their_jobs__cea9f05153,who has the greatest right to keep their jobs?,true,0,1,90
attr_life_context_and_constraints__who_makes_decision_about_how_to_bring_up_children__d637220516,attr_life_context_and_constraints__who_makes_decision_about_how_to_bring_up_children__d637220516,who makes decision about how to bring up children,true,0,1,90
attr_life_context_and_constraints__who_makes_decision_for_your_job__11222949e9,attr_life_context_and_constraints__who_makes_decision_for_your_job__11222949e9,who makes decision for your job,true,0,1,90
attr_life_context_and_constraints__who_r_thinks_should_be_most_responsible_for_cost_of_xs__b6cae17ae0,attr_life_context_and_constraints__who_r_thinks_should_be_most_responsible_for_cost_of_xs__b6cae17ae0,who r thinks should be most responsible for cost of xs medical care,true,0,1,90
attr_life_context_and_constraints__who_r_thinks_should_be_next_most_responsible_for_cost__3c8d8f893e,attr_life_context_and_constraints__who_r_thinks_should_be_next_most_responsible_for_cost__3c8d8f893e,who r thinks should be next most responsible for cost of xs medical care,true,0,1,90
attr_life_context_and_constraints__who_r_would_first_turn_to_if_they_needed_advice_about__d58f00ed05,attr_life_context_and_constraints__who_r_would_first_turn_to_if_they_needed_advice_about__d58f00ed05,who r would first turn to if they needed advice about family problems,true,0,1,100
attr_life_context_and_constraints__who_r_would_first_turn_to_if_they_needed_help_around_t__215a5f72cb,attr_life_context_and_constraints__who_r_would_first_turn_to_if_they_needed_help_around_t__215a5f72cb,who r would first turn to if they needed help around the house if sick,true,0,1,94
attr_life_context_and_constraints__who_r_would_first_turn_to_if_they_needed_help_because__f37ded08c8,attr_life_context_and_constraints__who_r_would_first_turn_to_if_they_needed_help_because__f37ded08c8,who r would first turn to if they needed help because they were feeling down or,true,0,1,94
attr_life_context_and_constraints__who_r_would_first_turn_to_if_they_needed_help_finding__5b7e3743b0,attr_life_context_and_constraints__who_r_would_first_turn_to_if_they_needed_help_finding__5b7e3743b0,who r would first turn to if they needed help finding a job,true,0,1,94
attr_life_context_and_constraints__who_r_would_first_turn_to_if_they_needed_help_finding__fda97d23bb,attr_life_context_and_constraints__who_r_would_first_turn_to_if_they_needed_help_finding__fda97d23bb,who r would first turn to if they needed help finding a place tolive,true,0,1,94
attr_life_context_and_constraints__who_r_would_first_turn_to_if_they_needed_help_with_adm__db50fa9e78,attr_life_context_and_constraints__who_r_would_first_turn_to_if_they_needed_help_with_adm__db50fa9e78,who r would first turn to if they needed help with admin or official paperwork,true,0,1,94
attr_life_context_and_constraints__who_r_would_first_turn_to_if_they_needed_someone_to_lo__c3ec18ae9e,attr_life_context_and_constraints__who_r_would_first_turn_to_if_they_needed_someone_to_lo__c3ec18ae9e,who r would first turn to if they needed someone to look after them while seriou,true,0,1,94
attr_life_context_and_constraints__who_r_would_first_turn_to_if_they_needed_to_borrow_lar__d957ab914a,attr_life_context_and_constraints__who_r_would_first_turn_to_if_they_needed_to_borrow_lar__d957ab914a,who r would first turn to if they needed to borrow large sums of money,true,0,1,94
attr_life_context_and_constraints__who_r_would_first_turn_to_if_they_wanted_to_enjoy_a_pl__33c8c12f9d,attr_life_context_and_constraints__who_r_would_first_turn_to_if_they_wanted_to_enjoy_a_pl__33c8c12f9d,who r would first turn to if they wanted to enjoy a pleasant social occasion,true,0,1,94
attr_life_context_and_constraints__who_set_working_hours__12c4bdfa68,attr_life_context_and_constraints__who_set_working_hours__12c4bdfa68,who set working hours,true,0,1,96
attr_life_context_and_constraints__who_should_have_greatest_responsibility_for_reducing_i__40aa17f2eb,attr_life_context_and_constraints__who_should_have_greatest_responsibility_for_reducing_i__40aa17f2eb,who should have greatest responsibility for reducing inc differences,true,0,1,92
attr_life_context_and_constraints__why_were_you_discriminated_against__bd1a0b7fef,attr_life_context_and_constraints__why_were_you_discriminated_against__bd1a0b7fef,why were you discriminated against,true,0,1,90
attr_life_context_and_constraints__wife_better_if_bad_marrge_ended_by_div__e7957e243b,attr_life_context_and_constraints__wife_better_if_bad_marrge_ended_by_div__e7957e243b,wife better if bad marrge ended by div,true,0,1,90
attr_life_context_and_constraints__wife_should_help_husbands_career_first__340e03c349,attr_life_context_and_constraints__wife_should_help_husbands_career_first__340e03c349,wife should help husbands career first,true,0,1,90
attr_life_context_and_constraints__will_give_kid_med_because_kid_is_hostile__339d75daec,attr_life_context_and_constraints__will_give_kid_med_because_kid_is_hostile__339d75daec,will give kid med because kid is hostile,true,0,1,90
attr_life_context_and_constraints__will_give_kid_med_because_kid_talked_suicide__be2e35c51b,attr_life_context_and_constraints__will_give_kid_med_because_kid_talked_suicide__be2e35c51b,will give kid med because kid talked suicide,true,0,1,90
attr_life_context_and_constraints__will_give_kid_med_because_school_trouble__b19bbce2b9,attr_life_context_and_constraints__will_give_kid_med_because_school_trouble__b19bbce2b9,will give kid med because school trouble,true,0,1,90
attr_life_context_and_constraints__will_immigrants_fuel_unemployment__70fd41d36c,attr_life_context_and_constraints__will_immigrants_fuel_unemployment__70fd41d36c,will immigrants fuel unemployment,true,0,1,90
attr_life_context_and_constraints__will_take_medicine_because_cant_cope_w_stress__6e4206ebd7,attr_life_context_and_constraints__will_take_medicine_because_cant_cope_w_stress__6e4206ebd7,will take medicine because cant cope w stress,true,0,1,90
attr_life_context_and_constraints__will_take_medicine_because_feeling_depressed__fa5262ac08,attr_life_context_and_constraints__will_take_medicine_because_feeling_depressed__fa5262ac08,will take medicine because feeling depressed,true,0,1,90
attr_life_context_and_constraints__will_take_medicine_because_intense_fear__f645c97bba,attr_life_context_and_constraints__will_take_medicine_because_intense_fear__f645c97bba,will take medicine because intense fear,true,0,1,90
attr_life_context_and_constraints__will_take_medicine_because_personal_trouble__b0a4341871,attr_life_context_and_constraints__will_take_medicine_because_personal_trouble__b0a4341871,will take medicine because personal trouble,true,0,1,90
attr_life_context_and_constraints__willing_to_pay_higher_taxes_to_imp_health_care_for_all__8c0817e065,attr_life_context_and_constraints__willing_to_pay_higher_taxes_to_imp_health_care_for_all__8c0817e065,willing to pay higher taxes to imp health care for all,true,0,1,90
merged_attr_93077d58edc0,attr_life_context_and_constraints__willing_to_work_harder_for_the_firm__b232a2f5c7,willing to work harder for the firm,true,0,1,96
merged_attr_93077d58edc0,attr_life_context_and_constraints__willing_work_harder_than_have_to_help_org__9b38456a52,willing work harder than have to help org.,false,1,1,90
attr_life_context_and_constraints__woman_and_family_happier_if_she_works__deecbb13c7,attr_life_context_and_constraints__woman_and_family_happier_if_she_works__deecbb13c7,woman and family happier if she works,true,0,1,94
merged_attr_1d74903025be,attr_life_context_and_constraints__woman_s_health_seriously_endangered__e07bc09548,woman's health seriously endangered,true,0,1,96
merged_attr_1d74903025be,attr_life_context_and_constraints__woman_s_health_seriously_endangered_grid_on_web__e1cd3869d1,woman's health seriously endangered (grid on web),false,1,1,90
attr_life_context_and_constraints__women_should_work_outside_when_no_kids__641c04f4e2,attr_life_context_and_constraints__women_should_work_outside_when_no_kids__641c04f4e2,women should work outside when no kids,true,0,1,90
attr_life_context_and_constraints__work_arrangement_at_main_job__e187ceb066,attr_life_context_and_constraints__work_arrangement_at_main_job__e187ceb066,work arrangement at main job,true,0,1,90
attr_life_context_and_constraints__work_conditions_allow_productivity__9614b88abd,attr_life_context_and_constraints__work_conditions_allow_productivity__9614b88abd,work conditions allow productivity,true,0,1,90
attr_life_context_and_constraints__work_for_pay_in_a_farm_etc_owned_by_your_family__01fac84980,attr_life_context_and_constraints__work_for_pay_in_a_farm_etc_owned_by_your_family__01fac84980,work for pay in a farm etc owned by your family?,true,0,1,94
attr_life_context_and_constraints__work_important_and_feel_accomplishment__1562e9fb7a,attr_life_context_and_constraints__work_important_and_feel_accomplishment__1562e9fb7a,work important and feel accomplishment,true,0,1,90
attr_life_context_and_constraints__work_in_independent_or_part_of_larger_org__088fddc8b7,attr_life_context_and_constraints__work_in_independent_or_part_of_larger_org__088fddc8b7,work in independent or part of larger org,true,0,1,90
attr_life_context_and_constraints__work_is_a_duty_towards_society__01a51e76ae,attr_life_context_and_constraints__work_is_a_duty_towards_society__01a51e76ae,Work is a duty towards society,true,0,1,92
attr_life_context_and_constraints__work_is_persons_most_impt_activity__f9328170d4,attr_life_context_and_constraints__work_is_persons_most_impt_activity__f9328170d4,work is persons most impt. activity,true,0,1,94
