mapping_candidate_id,extended_candidate_id,extended_source,extended_label,extended_category,canonical_attribute_id,canonical_label,canonical_category,heuristic_score,proposed_mapping_weight,weight_basis,shared_token_count,llm_status
map_deeppersona_auto_extract_lifestyle_dp_life_collabora__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_collaborative_projects__b32194c488,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Collaborative Projects,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests_list__32291f9017,Hobbies And Interests List,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_artistic__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_artistic_appreciation__6f22d3320a,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Artistic Appreciation,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests_list__32291f9017,Hobbies And Interests List,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_apparel_c__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_apparel_choices__031a2a46e9,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Apparel Choices,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests_list__32291f9017,Hobbies And Interests List,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_health_dp_health_sensitivit__attr_life_context_and_constraints_value_health_02652,deeppersona_auto_extract__health_dp_health_sensitivity_to_environmental_conditions__dec8c0bd1b,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Sensitivity to Environmental Conditions,Life Context & Constraints,attr_life_context_and_constraints__value_health__026529a7f5,Value: Health,Life Context & Constraints,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_sporting__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_sporting_preferences__802b2eb49d,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Sporting Preferences,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests_list__32291f9017,Hobbies And Interests List,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_home_deco__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_home_decor_preferences__5cc969277b,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Home Decor Preferences,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests_list__32291f9017,Hobbies And Interests List,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_competiti__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_competitive_activities__0aa8c1997c,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Competitive Activities,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests_list__32291f9017,Hobbies And Interests List,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_body_stre__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_body_strength_training__9a0d040ca3,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Body Strength Training,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests_list__32291f9017,Hobbies And Interests List,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_health_dp_health_health_his__attr_life_context_and_constraints_value_health_02652,deeppersona_auto_extract__health_dp_health_health_history__d3f64f5a25,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Health History,Life Context & Constraints,attr_life_context_and_constraints__value_health__026529a7f5,Value: Health,Life Context & Constraints,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_health_dp_health_health_his__attr_life_context_and_constraints_energy_level_3ca74,deeppersona_auto_extract__health_dp_health_health_history__d3f64f5a25,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Health History,Life Context & Constraints,attr_life_context_and_constraints__energy_level__3ca74ae91c,Energy level,Life Context & Constraints,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_health_dp_health_health_his__attr_life_context_and_constraints_fitness_level_8ade,deeppersona_auto_extract__health_dp_health_health_history__d3f64f5a25,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Health History,Life Context & Constraints,attr_life_context_and_constraints__fitness_level__8ade53802f,Fitness level,Life Context & Constraints,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_health_an__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_health_and_wellness_interests__d24f071baf,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Health and Wellness Interests,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests_list__32291f9017,Hobbies And Interests List,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_cooking_s__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_cooking_skills__cae6e43d46,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Cooking Skills,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests_list__32291f9017,Hobbies And Interests List,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_cooking_s__attr_behavioral_patterns_and_pref_interest_cooking_e,deeppersona_auto_extract__lifestyle_dp_life_cooking_skills__cae6e43d46,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Cooking Skills,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__interest_cooking__e03c40d51f,Interest: Cooking,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_sports_en__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_sports_engagement__35bf2a5ffd,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Sports Engagement,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests_list__32291f9017,Hobbies And Interests List,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_sports_en__attr_behavioral_patterns_and_pref_interest_sports_bd,deeppersona_auto_extract__lifestyle_dp_life_sports_engagement__35bf2a5ffd,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Sports Engagement,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__interest_sports__bd3a995312,Interest: Sports,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_food_and__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_food_and_dining__3dcd2f360c,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Food and Dining,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests_list__32291f9017,Hobbies And Interests List,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_environme__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_environmental_interests__f3313fac38,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Environmental Interests,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests_list__32291f9017,Hobbies And Interests List,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_health_dp_health_neurodiver__attr_life_context_and_constraints_value_health_02652,deeppersona_auto_extract__health_dp_health_neurodiversity__105cb5c183,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Neurodiversity,Life Context & Constraints,attr_life_context_and_constraints__value_health__026529a7f5,Value: Health,Life Context & Constraints,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_health_dp_health_neurodiver__attr_life_context_and_constraints_energy_level_3ca74,deeppersona_auto_extract__health_dp_health_neurodiversity__105cb5c183,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Neurodiversity,Life Context & Constraints,attr_life_context_and_constraints__energy_level__3ca74ae91c,Energy level,Life Context & Constraints,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_health_dp_health_neurodiver__attr_life_context_and_constraints_fitness_level_8ade,deeppersona_auto_extract__health_dp_health_neurodiversity__105cb5c183,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Neurodiversity,Life Context & Constraints,attr_life_context_and_constraints__fitness_level__8ade53802f,Fitness level,Life Context & Constraints,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_health_dp_health_sensory_pr__attr_life_context_and_constraints_value_health_02652,deeppersona_auto_extract__health_dp_health_sensory_preferences__8b77c2c02a,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Sensory Preferences,Life Context & Constraints,attr_life_context_and_constraints__value_health__026529a7f5,Value: Health,Life Context & Constraints,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_health_dp_health_sensory_pr__attr_life_context_and_constraints_energy_level_3ca74,deeppersona_auto_extract__health_dp_health_sensory_preferences__8b77c2c02a,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Sensory Preferences,Life Context & Constraints,attr_life_context_and_constraints__energy_level__3ca74ae91c,Energy level,Life Context & Constraints,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_health_dp_health_sensory_pr__attr_life_context_and_constraints_fitness_level_8ade,deeppersona_auto_extract__health_dp_health_sensory_preferences__8b77c2c02a,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Sensory Preferences,Life Context & Constraints,attr_life_context_and_constraints__fitness_level__8ade53802f,Fitness level,Life Context & Constraints,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_lifestyle__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_lifestyle_choices__54e05cc8d4,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Lifestyle Choices,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests_list__32291f9017,Hobbies And Interests List,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_associati__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_associations__dcb30caf66,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Associations,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests_list__32291f9017,Hobbies And Interests List,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_biology_a__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_biology_and_nature_enthusiasm__db6942ef07,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Biology and Nature Enthusiasm,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests_list__32291f9017,Hobbies And Interests List,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_fitness_g__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_fitness_goals__146de296c0,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Fitness Goals,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests_list__32291f9017,Hobbies And Interests List,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_fitness_g__attr_behavioral_patterns_and_pref_interest_fitness_e,deeppersona_auto_extract__lifestyle_dp_life_fitness_goals__146de296c0,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Fitness Goals,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__interest_fitness__e3cfbb4571,Interest: Fitness,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_transport__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_transport_preferences__eba69d022a,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Transport Preferences,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests_list__32291f9017,Hobbies And Interests List,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_demographic_dp_demo_birth_i__attr_demographics_and_population_birth_control_infor,deeppersona_auto_extract__demographic_dp_demo_birth_information__9325ef5bde,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Birth Information,Demographics & Population Grounding,attr_demographics_and_population__birth_control_information_to_teens__0554155bc5,birth control information to teens,Demographics & Population Grounding,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_transport__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_transportation_preferences__d525a12cee,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Transportation Preferences,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests_list__32291f9017,Hobbies And Interests List,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_mobility__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_mobility_choices__183d877f6c,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Mobility Choices,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests_list__32291f9017,Hobbies And Interests List,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_health_dp_health_skin_sensi__attr_life_context_and_constraints_value_health_02652,deeppersona_auto_extract__health_dp_health_skin_sensitivity__c1f32f2225,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Skin Sensitivity,Life Context & Constraints,attr_life_context_and_constraints__value_health__026529a7f5,Value: Health,Life Context & Constraints,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_hobbies_3__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_hobbies__38d79291e7,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Hobbies,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests_list__32291f9017,Hobbies And Interests List,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_cultural__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_cultural_activities__190a043c95,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Cultural Activities,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests_list__32291f9017,Hobbies And Interests List,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_artistic__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_artistic_activities__3de98c4bab,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Artistic Activities,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests_list__32291f9017,Hobbies And Interests List,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_diet_af91__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_diet__af9133b19f,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Diet,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests_list__32291f9017,Hobbies And Interests List,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_shopping__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_shopping__3a1fe7f5c4,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Shopping,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests_list__32291f9017,Hobbies And Interests List,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_media_con__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_media_consumption_and_engagement__4cbb109207,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Media Consumption and Engagement,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests_list__32291f9017,Hobbies And Interests List,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_explorati__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_exploration__1437919979,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Exploration,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests_list__32291f9017,Hobbies And Interests List,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_accessibi__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_accessibility_preferences__5b7b04cdff,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Accessibility Preferences,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests_list__32291f9017,Hobbies And Interests List,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_professional_dp_prof_workgo__attr_domain_specific_overlays_career_goals_and_ambit,deeppersona_auto_extract__professional_dp_prof_workgoals__68bb76a2d0,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Work Goals,Domain-Specific Overlays,attr_domain_specific_overlays__career_goals_and_ambitions__b0d3e0b7e3,Career Goals And Ambitions,Domain-Specific Overlays,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_self_care__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_self_care__4f96a57708,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Self-Care,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests_list__32291f9017,Hobbies And Interests List,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_art_inter__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_art_interests__908bca8f0c,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Art Interests,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests_list__32291f9017,Hobbies And Interests List,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_personal__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_personal_care__addcfe848f,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Personal Care,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests_list__32291f9017,Hobbies And Interests List,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_entertain__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_entertaining__9937779ea0,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Entertaining,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests_list__32291f9017,Hobbies And Interests List,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_digital_a__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_digital_activities__85bba27c87,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Digital Activities,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests_list__32291f9017,Hobbies And Interests List,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_health_dp_health_medication__attr_life_context_and_constraints_value_health_02652,deeppersona_auto_extract__health_dp_health_medication_usage__26d41b31bb,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Medication Usage,Life Context & Constraints,attr_life_context_and_constraints__value_health__026529a7f5,Value: Health,Life Context & Constraints,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_health_dp_health_medication__attr_life_context_and_constraints_energy_level_3ca74,deeppersona_auto_extract__health_dp_health_medication_usage__26d41b31bb,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Medication Usage,Life Context & Constraints,attr_life_context_and_constraints__energy_level__3ca74ae91c,Energy level,Life Context & Constraints,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_home_envi__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_home_environment__bf67827a82,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Home Environment,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests_list__32291f9017,Hobbies And Interests List,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_physical__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_physical_activities__8087a2a764,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Physical Activities,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests_list__32291f9017,Hobbies And Interests List,Behavioral Patterns & Preferences,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_health_dp_health_sensory_ab__attr_life_context_and_constraints_value_health_02652,deeppersona_auto_extract__health_dp_health_sensory_abilities__fe0e15911a,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Sensory Abilities,Life Context & Constraints,attr_life_context_and_constraints__value_health__026529a7f5,Value: Health,Life Context & Constraints,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_health_dp_health_sensory_ab__attr_life_context_and_constraints_energy_level_3ca74,deeppersona_auto_extract__health_dp_health_sensory_abilities__fe0e15911a,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Sensory Abilities,Life Context & Constraints,attr_life_context_and_constraints__energy_level__3ca74ae91c,Energy level,Life Context & Constraints,0.6667,0.612,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
